AS1,AS1_org_id,AS1_org_name,AS2,AS2_org_id,AS2_org_name,Total_CO2,CO2_Normalized
1853,ORG-AA1-RIPE,ACONET,1109,ORG-US96-RIPE,Universitaet Salzburg,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1110,@aut-1110-RIPE,University of Innsbruck,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1112,@aut-1112-RIPE,Montanuniversitaet Leoben,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1113,ORG-TUG1-RIPE,Technische Universitaet Graz,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1114,@aut-1114-RIPE,Universitaet Graz,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1115,@aut-1115-RIPE,Austrian Academy of Sciences,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1117,ORG-UFBW1-RIPE,"Universitaet fur Bodenkultur, Wien",42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,1776,ORG-WU7-RIPE,WU (Wirtschaftsuniversitaet Wien) - Vienna University of Economics and Business,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,2036,@aut-2036-RIPE,JOANNEUM RESEARCH,42997.78,3.96e-06
1853,ORG-AA1-RIPE,ACONET,213181,ORG-CG271-RIPE,CEU GmbH,42997.78,3.96e-06
12779,ORG-INS2-RIPE,IT.Gate S.p.A.,44356,ORG-ETL5-RIPE,Epsilon Telecommunications Ltd,43012.99,3.97e-06
42947,ORG-SIYR4-RIPE,Telfy Telecom S.L.,23106,@aut-23106-LACNIC,AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,43017.12,3.97e-06
1764,ORG-NLTU1-RIPE,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,5603,ORG-SID2-RIPE,"Telekom Slovenije, d.d.",43017.5,3.97e-06
1820,WTUC-ARIN,WNET TELECOM USA Corp.,31510,ORG-IKA1-RIPE,Innsbrucker Kommunalbetriebe AG,43017.5,3.97e-06
2854,ORG-GORC1-RIPE,LLC Orange Business Services,31510,ORG-IKA1-RIPE,Innsbrucker Kommunalbetriebe AG,43017.5,3.97e-06
8308,ORG-NRAA1-RIPE,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,1921,ORG-IGFI3-RIPE,ipcom GmbH,43017.5,3.97e-06
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,208967,ORG-CESG1-RIPE,CTS Eventim Solutions GmbH,43017.5,3.97e-06
17639,ORG-CNTC1-AP-APNIC,ComClark Network & Technology Corp,21412,ORG-UKRT1-RIPE,"UAB ""Cgates""",43017.5,3.97e-06
20485,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,12611,ORG-RA3-RIPE,R-KOM Regensburger Telekommunikationsgesellschaft mbH,43017.5,3.97e-06
24482,ORG-OA54-AP-APNIC,OneAsiaHost,33843,ORG-DNCG1-RIPE,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik,43017.5,3.97e-06
29140,ORG-HG5-RIPE,Hostserver GmbH,33922,ORG-NTT1-RIPE,UAB Nacionalinis Telekomunikaciju Tinklas,43017.5,3.97e-06
29838,AMCI-3-ARIN,"Atlantic Metro Communications II, Inc.",57777,ORG-JM162-RIPE,Jeroen Massar,43017.5,3.97e-06
39835,ORG-GG11-RIPE,goetel GmbH,3214,ORG-XG42-RIPE,xTom GmbH,43017.5,3.97e-06
42652,ORG-IG45-RIPE,inexio Informationstechnologie und Telekommunikation Gmbh,35625,ORG-EFS19-RIPE,Eurofiber France SAS,43017.5,3.97e-06
57777,ORG-JM162-RIPE,Jeroen Massar,12741,ORG-NTS2-RIPE,Netia SA,43017.5,3.97e-06
59796,ORG-SS933-RIPE,StormWall s.r.o.,1836,ORG-GCA1-RIPE,green.ch AG,43017.5,3.97e-06
198967,ORG-BGFT1-RIPE,BITel Gesellschaft fuer Telekommunikation mbH,1836,ORG-GCA1-RIPE,green.ch AG,43017.5,3.97e-06
51873,ORG-ASA44-RIPE,Arcade Solutions AG,64289,ML-1435-ARIN,Macarne.com,43019.45,3.97e-06
5607,ORG-EL37-RIPE,Sky UK Limited,9304,ORG-HGCL2-AP-APNIC,HGC Global Communications Limited,43021.56,3.97e-06
35280,ORG-ANS21-RIPE,F5 Networks SARL,57356,ORG-HNL2-RIPE,Highland Network Ltd,43021.56,3.97e-06
39326,ORG-HOL1-RIPE,Syntura Group Limited,47227,ORG-CB20-RIPE,Charles Briscoe-Smith,43021.56,3.97e-06
3214,ORG-XG42-RIPE,xTom GmbH,52000,ORG-MB213-RIPE,MIRhosting B.V.,43022.26,3.97e-06
4455,ORG-IRL14-RIPE,IX Reach Ltd,63199,CDSC-1-ARIN,"CDS Global Cloud Co., Ltd",43029.21,3.97e-06
35280,ORG-ANS21-RIPE,F5 Networks SARL,27688,@aut-27688-LACNIC,Winfnet Telecom Wireless Ltda,43038.57,3.97e-06
61832,@aut-268018-LACNIC,DB3 SERVICOS DE TELECOMUNICACOES S.A,52584,@aut-52584-LACNIC,CONNECT FIBRA,43038.57,3.97e-06
262493,@aut-262493-LACNIC,Webby Tecnologia Ltda,262755,@aut-262755-LACNIC,AONET SERVICOS DE COMUNICACAO LTDA,43038.57,3.97e-06
264997,@aut-264997-LACNIC,Direct Telecom Ltda,271241,@aut-271241-LACNIC,Fbnet Telecom,43038.57,3.97e-06
266129,@aut-266129-LACNIC,LOCALLINK TELECOMUNICAÇÕES LTDA - ME,271473,@aut-271473-LACNIC,NewFibra Telecomunicacoes - ME,43038.57,3.97e-06
13194,ORG-BGIS1-RIPE,"UAB ""Bite Lietuva""",47232,ORG-GSA22-RIPE,ISP Alliance a.s.,43041.44,3.97e-06
35369,ORG-LSG1-RIPE,LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation,15943,ORG-WN1-RIPE,wilhelm.tel GmbH,43041.44,3.97e-06
13110,ORG-ISZO91-RIPE,INEA sp. z o.o.,31026,ORG-AWS4-RIPE,Autostrada Eksploatacja S.A.,43048.6,3.97e-06
24482,ORG-OA54-AP-APNIC,OneAsiaHost,15969,ORG-VSZO2-RIPE,Systemia.pl Sp. z o.o.,43048.6,3.97e-06
24482,ORG-OA54-AP-APNIC,OneAsiaHost,44124,ORG-RSZO5-RIPE,Rybnet Sp. z o.o. Sp. k.,43048.6,3.97e-06
35179,ORG-KSA63-RIPE,Korbank S. A.,49601,ORG-USZO17-RIPE,UNITEL-MEDIA Sp. z o.o.,43048.6,3.97e-06
41421,ORG-STSZ1-RIPE,StarNet Telecom Sp. z o.o.,49544,ORG-IA772-RIPE,i3D.net B.V,43048.6,3.97e-06
201054,ORG-SNRR2-RIPE,Stowarzyszenie e-Poludnie,199980,ORG-ISZO106-RIPE,IVENDO sp. z o.o.,43048.6,3.97e-06
34019,ORG-HA23-RIPE,Hivane Association,23106,@aut-23106-LACNIC,AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,43049.44,3.97e-06
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,28458,@aut-28458-LACNIC,IENTC S DE RL DE CV,43053.24,3.97e-06
12779,ORG-INS2-RIPE,IT.Gate S.p.A.,328366,ORG-FTSL1-AFRINIC,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,43056.0,3.97e-06
37497,ORG-NPL3-AFRINIC,Network Platforms (PTY) LTD,18106,ORG-VPL3-AP-APNIC,Viewqwest Pte Ltd,43059.6,3.97e-06
293,ENSN-Z-ARIN,ESnet,42541,ORG-FA448-RIPE,Fiberby ApS,43062.7,3.97e-06
1103,ORG-SB3-RIPE,SURF B.V.,13285,ORG-OTIS1-RIPE,TalkTalk Communications Limited,43062.7,3.97e-06
3333,ORG-RIEN1-RIPE,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),293,ENSN-Z-ARIN,ESnet,43062.7,3.97e-06
47160,ORG-MS374-RIPE,MOJI SAS,293,ENSN-Z-ARIN,ESnet,43062.7,3.97e-06
47160,ORG-MS374-RIPE,MOJI SAS,39122,ORG-BISL2-RIPE,Blacknight Internet Solutions Limited,43062.7,3.97e-06
51873,ORG-ASA44-RIPE,Arcade Solutions AG,56655,ORG-GA1182-RIPE,Gigahost AS,43062.7,3.97e-06
57866,ORG-FNB7-RIPE,Fusix Networks B.V.,58186,ORG-GEB4-RIPE,GameHouse Europe BV,43062.7,3.97e-06
2914,NTTAM-1-ARIN,"NTT America, Inc.",44141,ORG-DS58-RIPE,DEVCLIC SARL,43063.66,3.97e-06
31287,ORG-ICL63-RIPE,IPACCT CABLE Ltd,42431,ORG-BE9-RIPE,BiConsult Eood,43066.23,3.97e-06
139870,ORG-BCJL1-AP-APNIC,BlueNet Communication JV ltd.,151837,ORG-JC9-AP-APNIC,JOYPUR COLO,43067.06,3.97e-06
5405,ORG-IG211-RIPE,Inter.link GmbH,64445,ORG-MPTA11-RIPE,Michele Pietravalle trading as NetJoin,43067.2,3.97e-06
50083,ORG-HTB11-RIPE,Hermes Telecom BVBA,49268,ORG-HTB11-RIPE,Hermes Telecom BVBA,43072.96,3.97e-06
19037,@aut-19037-LACNIC,AMX Argentina S.A.,266754,@aut-266754-LACNIC,SISTEMAS INFORMATICOS S.A.S. (INTERFLASH),43074.0,3.97e-06
62206,ORG-LA684-RIPE,Pitline Ltd,49544,ORG-IA772-RIPE,i3D.net B.V,43079.4,3.97e-06
58002,ORG-OS80-RIPE,JSC Svyazinform,25091,ORG-AI47-RIPE,IP-Max SA,43082.55,3.97e-06
38930,ORG-FB8-RIPE,LeaseWeb Network B.V.,29141,ORG-BKGC1-RIPE,Bradler & Krantz GmbH & Co. KG,43083.35,3.97e-06
17408,ORG-ACTC1-AP-APNIC,"AboveNet Communications Taiwan Co., Ltd",46829,LL-969-ARIN,Lamhosting LLC,43085.33,3.97e-06
33891,ORG-IICG1-RIPE,Core-Backbone GmbH,41378,ORG-KL272-RIPE,Kirino LLC,43089.35,3.97e-06
14907,WIKIM-ARIN,Wikimedia Foundation Inc.,31042,ORG-SKMS1-RIPE,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,43093.64,3.97e-06
212175,ORG-SL1166-RIPE,Stelia Ltd,209243,ORG-QL177-RIPE,QuickHostUK Limited,43094.87,3.97e-06
1299,ORG-TCA32-RIPE,Arelion Sweden AB,198565,ORG-GS90-RIPE,Germania Sport d.o.o.,43096.56,3.97e-06
25255,ORG-CAGF1-RIPE,Hutchison Drei Austria GmbH,35579,ORG-KE1-RIPE,KELAG-Karntner Elektrizitats - Aktiengesellschaft,43100.4,3.97e-06
20764,ORG-CR2-RIPE,CJSC RASCOM,38880,ORG-MDPL3-AP-APNIC,Micron21 Datacentre Pty Ltd,43102.4,3.97e-06
34288,ORG-KZ1-RIPE,Kantonsschule Zug,12731,ORG-IIPH1-RIPE,IPHH Internet Port Hamburg GmbH,43107.84,3.97e-06
1299,ORG-TCA32-RIPE,Arelion Sweden AB,47181,ORG-TI24-RIPE,Trancom Ltd,43123.2,3.98e-06
3216,ORG-ES15-RIPE,"PJSC ""Vimpelcom""",50951,ORG-TEL6-RIPE,"LLC ""RAILGO""",43123.2,3.98e-06
13094,ORG-RA21-RIPE,"JSC ""ER-Telecom Holding""",50427,ORG-MNL1-RIPE,Orion Telecom LLC,43123.2,3.98e-06
20485,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,34642,ORG-ITIV1-RIPE,Tatarintsev Igor Vitalevich,43123.2,3.98e-06
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,47586,ORG-DVK2-RIPE,Dmitriy V. Kozmenko,43123.2,3.98e-06
48347,ORG-JME1-RIPE,JSC Mediasoft ekspert,49673,ORG-CL261-RIPE,Truenetwork LLC,43123.2,3.98e-06
51034,ORG-RA21-RIPE,"JSC ""ER-Telecom Holding""",59541,ORG-LLCC10-RIPE,"Limited Liability Company ""Technology Corporation""",43123.2,3.98e-06
174,COGC-ARIN,Cogent Communications,204121,ORG-ANS23-RIPE,ADAL NETWORK SRL,43129.5,3.98e-06
12637,ORG-SS18-RIPE,SEEWEB s.r.l.,200736,ORG-MIA59-RIPE,MEDIANET INVEST AE,43129.5,3.98e-06
15433,ORG-IA57-RIPE,Telecom Italia San Marino S.p.A,49544,ORG-IA772-RIPE,i3D.net B.V,43129.5,3.98e-06
15605,ORG-IVUS1-RIPE,Connesi s.p.a.,200736,ORG-MIA59-RIPE,MEDIANET INVEST AE,43129.5,3.98e-06
31263,ORG-MS17-RIPE,MYNET S.R.L.,57469,ORG-APB1-RIPE,Azienda Pubbliservizi Brunico,43129.5,3.98e-06
51185,ORG-MS627-RIPE,MainStreaming SpA,15433,ORG-IA57-RIPE,Telecom Italia San Marino S.p.A,43129.5,3.98e-06
200736,ORG-MIA59-RIPE,MEDIANET INVEST AE,13237,ORG-GVNG1-RIPE,euNetworks GmbH,43129.5,3.98e-06
262494,@aut-262494-LACNIC,Virtex Telecom,23106,@aut-23106-LACNIC,AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,43141.78,3.98e-06
263432,@aut-263432-LACNIC,CORPORATIVA TELECOMUNICACOES EIRELI ME,268280,@aut-268280-LACNIC,NET MINAS FIBRA,43141.78,3.98e-06
269089,@aut-269089-LACNIC,Hilan Telecom Ltda,270372,@aut-270372-LACNIC,CEUNET TELECOM EIRELI,43141.78,3.98e-06
6810,ORG-TICC2-RIPE,Bezeq- THE ISRAEL TELECOMMUNICATION CORP. LTD.,8758,ORG-DNSA1-RIPE,Iway AG,43146.78,3.98e-06
52771,@aut-52771-LACNIC,GIGA BYTE TELECOMUNICACOES LTDA,34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,43150.76,3.98e-06
37497,ORG-NPL3-AFRINIC,Network Platforms (PTY) LTD,12859,ORG-BIT1-RIPE,BIT BV,43156.68,3.98e-06
2119,ORG-NA38-RIPE,Telenor Norge AS,41741,ORG-BA162-RIPE,Nets Denmark A/S,43167.67,3.98e-06
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,12494,ORG-OL3-RIPE,"OOO ""Post ltd""",43171.0,3.98e-06
37721,ORG-VTS1-AFRINIC,Virtual Technologies & Solutions,34428,ORG-GLP5-RIPE,Giulio Lo Presti,43172.25,3.98e-06
3170,ORG-VCL9-RIPE,VeloxServ Communications Ltd,49418,ORG-NL628-RIPE,NETSHIELD LTD,43173.05,3.98e-06
12897,ORG-HMG1-RIPE,ENTEGA Medianet GmbH,34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,43173.75,3.98e-06
15547,ORG-TA6-RIPE,netplus.ch SA,42366,ORG-TA251-RIPE,TerraTransit AG,43174.6,3.98e-06
577,LINX-ARIN,Bell Canada,63305,SANSR-ARIN,San@sro Inc,43178.07,3.98e-06
19515,OI-194-ARIN,Oricom Internet inc.,23299,LIBEO-ARIN,Libeo Inc.,43178.07,3.98e-06
48347,ORG-JME1-RIPE,JSC Mediasoft ekspert,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,43182.72,3.98e-06
50763,ORG-ML175-RIPE,MCKAYCOM LTD,12731,ORG-IIPH1-RIPE,IPHH Internet Port Hamburg GmbH,43193.07,3.98e-06
34019,ORG-HA23-RIPE,Hivane Association,12654,ORG-RIEN1-RIPE,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),43195.36,3.98e-06
8847,ORG-CT25-RIPE,"CJSC ""Telecomm Technology""",884,GOVER-10-ARIN,GONET,43198.57,3.98e-06
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,20912,ORG-PA16-RIPE,"Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",43199.85,3.98e-06
18106,ORG-VPL3-AP-APNIC,Viewqwest Pte Ltd,61317,ORG-HI48-RIPE,Hivelocity LLC,43202.4,3.98e-06
12615,ORG-GCN3-RIPE,Global Communication Net Plc,49544,ORG-IA772-RIPE,i3D.net B.V,43203.16,3.98e-06
13285,ORG-OTIS1-RIPE,TalkTalk Communications Limited,58057,ORG-SA4302-RIPE,Securebit AG,43205.94,3.98e-06
174,COGC-ARIN,Cogent Communications,200435,ORG-TDFS2-RIPE,Titan DataCenters France SAS,43206.58,3.98e-06
136360,@aut-136360-APNIC,Isolnet Network Solution Pvt Ltd,135214,@aut-135214-APNIC,Spider Broadband Pvt. Ltd.,43207.52,3.98e-06
152144,ORG-LAPL9-AP-APNIC,LIGHTSTORM ASIA PTE. LTD.,133317,@aut-133317-APNIC,srinagar Net tech P ltd,43207.52,3.98e-06
197133,ORG-MS89-RIPE,MEDIACTIVE SAS,201896,ORG-DS425-RIPE,MEDIACTIVE 24/7 SARL,43208.04,3.98e-06
24482,ORG-OA54-AP-APNIC,OneAsiaHost,26073,COFRA-ARIN,"Cofractal, Inc.",43211.52,3.98e-06
1103,ORG-SB3-RIPE,SURF B.V.,20911,ORG-NL136-RIPE,Net-Surf.net Ltd.,43212.92,3.98e-06
39608,ORG-LNL15-RIPE,Lanet Network Ltd,24482,ORG-OA54-AP-APNIC,OneAsiaHost,43216.38,3.98e-06
24482,ORG-OA54-AP-APNIC,OneAsiaHost,33977,ORG-SBSC1-RIPE,Banat Telecom Satelit S.R.L.,43216.8,3.98e-06
56987,ORG-AS988-RIPE,ABACLOUDA SAS,34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,43217.54,3.98e-06
44066,ORG-AISG3-RIPE,firstcolo GmbH,56987,ORG-AS988-RIPE,ABACLOUDA SAS,43221.1,3.99e-06
30081,CL-1923-ARIN,CacheFly,34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,43221.58,3.99e-06
36916,ORG-XNS1-AFRINIC,X-DSL Networking Solutions,25091,ORG-AI47-RIPE,IP-Max SA,43223.84,3.99e-06
64445,ORG-MPTA11-RIPE,Michele Pietravalle trading as NetJoin,33891,ORG-IICG1-RIPE,Core-Backbone GmbH,43224.34,3.99e-06
262197,@aut-262197-LACNIC,MILLICOM CABLE COSTA RICA S.A.,262171,@aut-262171-LACNIC,Telecom Logistics S.A.,43224.86,3.99e-06
262197,@aut-262197-LACNIC,MILLICOM CABLE COSTA RICA S.A.,264686,@aut-264686-LACNIC,TECNOLOGIA Y SISTEMAS WILCASJI SOCIEDAD ANONIMA,43224.86,3.99e-06
37027,ORG-SL71-AFRINIC,Simbanet (T) Limited,36924,ORG-GCDS1-AFRINIC,GVA Cote d'Ivoire SAS,43228.5,3.99e-06
4004,SPRN-ARIN,Sprint,7195,@aut-273993-LACNIC,EDGEUNO S.A.S,43232.45,3.99e-06
62275,ORG-NS196-RIPE,NHM - S.R.L.,16637,ORG-VSA1-AFRINIC,MTN SA,43232.45,3.99e-06
48362,ORG-SF166-RIPE,Stadtwerke Feldkirch,34019,ORG-HA23-RIPE,Hivane Association,43238.8,3.99e-06
19711,ORG-SP2-AFRINIC,SWAZILAND PTC,37239,ORG-IML1-AFRINIC,ICTGlobe Management (Pty) Ltd,43241.68,3.99e-06
19711,ORG-SP2-AFRINIC,SWAZILAND PTC,327804,ORG-MNS1-AFRINIC,Municipal Network Services,43241.68,3.99e-06
32653,ORG-EC3-AFRINIC,eNetworks cc,19711,ORG-SP2-AFRINIC,SWAZILAND PTC,43241.68,3.99e-06
36902,ORG-IL15-AFRINIC,Intelvision Ltd,37468,ORG-AC4-AFRINIC,Angola Cables,43241.68,3.99e-06
328320,ORG-KWL1-AFRINIC,Kurlec Wireless (PTY) Ltd,16552,TIGGE-ARIN,Tiggee LLC,43241.68,3.99e-06
52320,@aut-52320-LACNIC,"GlobeNet Cabos Submarinos Colombia, S.A.S.",12337,ORG-NNA1-RIPE,noris network AG,43244.46,3.99e-06
266038,@aut-266038-LACNIC,VN TELECOM PROVEDORES A.R.C EIRELI,267602,@aut-267602-LACNIC,M2 ONLINE,43244.99,3.99e-06
269558,@aut-269558-LACNIC,B S V TELECOMUNICACOES E SERVICOS LTDA,268081,@aut-268081-LACNIC,CONNECT MARANHAO,43244.99,3.99e-06
269558,@aut-269558-LACNIC,B S V TELECOMUNICACOES E SERVICOS LTDA,271746,@aut-271746-LACNIC,GPONNET FIBRA OPTICA EIRELI,43244.99,3.99e-06
271145,@aut-271145-LACNIC,PIAUI LINK S/A,263337,@aut-263337-LACNIC,Ready Tecnologia da Informacao LTDA,43244.99,3.99e-06
58430,ORG-TTCL1-AP-APNIC,"TCC Technology Co., Ltd.",45223,ORG-WICC1-AP-APNIC,"World Internetwork Corporation Co., Ltd",43251.0,3.99e-06
36351,IBMC-24-ARIN,IBM Cloud,51088,ORG-AIB25-RIPE,A2B IP B.V.,43251.78,3.99e-06
13786,SUL-46-ARIN,"Seabras 1 USA, LLC",33353,SIEL-3-ARIN,Sony Interactive Entertainment LLC,43251.93,3.99e-06
174,COGC-ARIN,Cogent Communications,8558,ORG-HD4-RIPE,HTTPool d.o.o.,43253.5,3.99e-06
8285,ORG-VL1-RIPE,Versija SIA,6939,HURC-ARIN,Hurricane Electric LLC,43260.4,3.99e-06
12479,ORG-ULT1-RIPE,Orange Espagne SA,208823,ORG-SDIL2-RIPE,Servei de Informatica Local de Menorca,43260.4,3.99e-06
50309,ORG-ATN3-RIPE,Arcadiz Telecom NV,49544,ORG-IA772-RIPE,i3D.net B.V,43264.3,3.99e-06
50316,ORG-TDS3-RIPE,Net Global Srl,58057,ORG-SA4302-RIPE,Securebit AG,43264.44,3.99e-06
7195,@aut-273993-LACNIC,EDGEUNO S.A.S,1921,ORG-IGFI3-RIPE,ipcom GmbH,43265.25,3.99e-06
13046,ORG-IA28-RIPE,Hrvatski Telekom d.d.,199244,ORG-AITD1-RIPE,InterXion Hrvatska d.o.o.,43271.04,3.99e-06
58272,ORG-LB21-RIPE,LeaderTelecom B.V.,39122,ORG-BISL2-RIPE,Blacknight Internet Solutions Limited,43271.4,3.99e-06
50629,ORG-LG27-RIPE,LWLcom GmbH,47692,ORG-NIDG1-RIPE,Nessus GmbH,43281.42,3.99e-06
13045,ORG-HHTP1-RIPE,htp GmbH,37468,ORG-AC4-AFRINIC,Angola Cables,43285.0,3.99e-06
174,COGC-ARIN,Cogent Communications,59445,ORG-INL16-RIPE,ICC NETWORKS LTD,43292.72,3.99e-06
1828,UG-210-ARIN,Unitas Global,2527,@aut-2527-JPNIC,Sony Network Communications Inc.,43293.12,3.99e-06
15695,ORG-ENNB1-RIPE,Expereo International BV,34927,ORG-IG165-RIPE,iFog GmbH,43293.9,3.99e-06
21263,ORG-TFG1-RIPE,TeleData GmbH,47692,ORG-NIDG1-RIPE,Nessus GmbH,43293.9,3.99e-06
198385,ORG-SCS40-RIPE,AlpineDC SA,207646,ORG-NS521-RIPE,Nexthink SA,43297.8,3.99e-06
174,COGC-ARIN,Cogent Communications,49747,ORG-QL188-RIPE,QHost LLC,43299.49,3.99e-06
21312,ORG-GC14-RIPE,GRYGORIY CHEREDA,24999,ORG-ISO2-RIPE,Sumy Online Ltd,43299.49,3.99e-06
21497,ORG-UMC1-RIPE,"PrJSC ""VF UKRAINE""",41685,ORG-DSLL2-RIPE,DTEK SERVICE LIMITED LIABILITY COMPANY,43299.49,3.99e-06
35320,ORG-EA223-RIPE,Eurotranstelecom Ltd,57049,ORG-SPEK2-RIPE,Small Private Enterprise Kvant-II,43299.49,3.99e-06
199995,ORG-OTL20-RIPE,Omega Telecom LLC,196740,ORG-TA398-RIPE,Teleradiocompany TeleLan LLC,43299.49,3.99e-06
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,34879,ORG-CCT1-RIPE,"OOO ""Sovremennye setevye tekhnologii""",43301.3,3.99e-06
31019,ORG-PMHT1-RIPE,Paulus M. Hoogsteder,56630,ORG-MU30-RIPE,Melbikomas UAB,43303.29,3.99e-06
44066,ORG-AISG3-RIPE,firstcolo GmbH,37100,ORG-SL75-AFRINIC,SEACOM Limited,43305.6,3.99e-06
39351,ORG-SA1601-RIPE,31173 Services AB,3327,ORG-LTB1-RIPE,CITIC Telecom CPC Netherlands B.V.,43307.79,3.99e-06
265269,@aut-265269-LACNIC,MEGA TELE INFORMATICA,23106,@aut-23106-LACNIC,AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,43310.36,3.99e-06
41666,ORG-IFPC1-RIPE,Institute for Pyrotechnical Cleaning (limited company),21859,ZENLA-7-ARIN,Zenlayer Inc,43311.58,3.99e-06
174,COGC-ARIN,Cogent Communications,212051,ORG-RNB2-RIPE,ReadyTech Netherlands B.V.,43316.01,3.99e-06
1103,ORG-SB3-RIPE,SURF B.V.,25220,ORG-AG15-RIPE,equada network GmbH,43316.01,3.99e-06
3170,ORG-VCL9-RIPE,VeloxServ Communications Ltd,8449,ORG-JVF1-RIPE,ElCat Ltd.,43316.01,3.99e-06
3333,ORG-RIEN1-RIPE,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),49127,ORG-ANB6-RIPE,Asimo Networks B.V.,43316.01,3.99e-06
13285,ORG-OTIS1-RIPE,TalkTalk Communications Limited,51873,ORG-ASA44-RIPE,Arcade Solutions AG,43316.01,3.99e-06
39521,ORG-TB92-RIPE,TNGNET B.V.,48919,ORG-UAC3-RIPE,UACITY Ltd.,43316.01,3.99e-06
49127,ORG-ANB6-RIPE,Asimo Networks B.V.,14907,WIKIM-ARIN,Wikimedia Foundation Inc.,43316.01,3.99e-06
51088,ORG-AIB25-RIPE,A2B IP B.V.,60358,ORG-MB36-RIPE,McCloud.nl B.V.,43316.01,3.99e-06
12703,ORG-EA50-RIPE,Pulsant (Scotland) Ltd,49544,ORG-IA772-RIPE,i3D.net B.V,43319.12,3.99e-06
15808,@aut-15808-RIPE,ACCESSKENYA GROUP LTD is an ISP serving,329239,ORG-XSL2-AFRINIC,Xcobean Systems Limited,43329.52,4.00e-06
48399,ORG-SVL9-RIPE,Svyaz VSD LLC,24482,ORG-OA54-AP-APNIC,OneAsiaHost,43331.0,4.00e-06
37721,ORG-VTS1-AFRINIC,Virtual Technologies & Solutions,13984,NL-323-ARIN,SD Data Center,43336.25,4.00e-06
174,COGC-ARIN,Cogent Communications,3853,WHID-ARIN,Whidbey Telephone Company,43341.15,4.00e-06
174,COGC-ARIN,Cogent Communications,21639,LHSIP-ARIN,Blue Cross Blue Shield Of Louisiana,43341.15,4.00e-06
174,COGC-ARIN,Cogent Communications,23069,BEREN-1-ARIN,"Berenson & Company, LLC",43341.15,4.00e-06
174,COGC-ARIN,Cogent Communications,27487,FHLBN-ARIN,FEDERAL HOME LOAN BANK OF NY,43341.15,4.00e-06
174,COGC-ARIN,Cogent Communications,40764,DNAC-1-ARIN,"Digital Network Access Communications, INC",43341.15,4.00e-06
209,CCL-534-ARIN,"CenturyLink Communications, LLC",32013,CHW-2-ARIN,Dignity Health,43341.15,4.00e-06
3356,LPL-141-ARIN,"Level 3 Parent, LLC",399434,SFCC-1-ARIN,Santa Fe Community College,43341.15,4.00e-06
11776,ATLAN-19-ARIN,Breezeline,398312,GHCSD-ARIN,Grandview Heights Schools,43341.15,4.00e-06
13760,UFH-4-ARIN,Uniti Fiber Holdings Inc.,399972,CBM-161-ARIN,Community Bank,43341.15,4.00e-06
22652,VL-439-ARIN,Videotron Ltee,52771,@aut-52771-LACNIC,GIGA BYTE TELECOMUNICACOES LTDA,43341.15,4.00e-06
22773,CXA-ARIN,Cox Communications Inc.,53372,TGRIT-ARIN,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE (TGEN),43341.15,4.00e-06
