AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
41960,NEXTPERTISE Nextpertise B.V.,35598,INETCOM INETCOM CARRIER LLC,43500.0,1.80e-07
29691,NINE Nine Internet Solutions AG,57204,WOLFSEC-AS2 Stephan Roland Wolf,43517.4,1.80e-07
12703,PULSANT-AS Pulsant (Scotland) Ltd,212483,level86 LEVEL EIGHTY-SIX COMMUNICATIONS LTD,43517.88,1.80e-07
55805,MOBICOM-AS-MN MobiCom Corporation,38001,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd,43519.04,1.80e-07
2119,TELENOR-NEXTEL Telenor Norge AS,44136,ASODERLAND ODERLAND Webbhotell AB,43521.3,1.80e-07
39351,ESAB-AS 31173 Services AB,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",43523.54,1.80e-07
3356,LEVEL3,40053,BIOWAREULCEDMONTON,43527.69,1.80e-07
13657,E-GATE-COMMUNICATIONS,14007,SOHOSKYWAY1,43527.69,1.80e-07
21949,BEANFIELD,16995,ASN-NTG,43527.69,1.80e-07
32453,ICANETWORK,395482,WELDEDTUBE,43527.69,1.80e-07
12337,NORIS-NETWORK noris network AG,25220,GLOBALNOC-AS equada network GmbH,43530.52,1.80e-07
63949,AKAMAI-LINODE-AP Akamai Connected Cloud,31133,MF-MGSM-AS PJSC MegaFon,43539.21,1.80e-07
12337,NORIS-NETWORK noris network AG,42541,FIBERBY Fiberby ApS,43544.32,1.80e-07
20940,AKAMAI-ASN1 Akamai International B.V.,43727,KVANT-TELECOM JSC KVANT-TELEKOM,43547.68,1.80e-07
24748,THINX_Poland Atman Sp. z o.o.,15694,ATMAN-ISP-AS Atman Sp. z o.o.,43550.28,1.80e-07
12338,EUSKALTEL Euskaltel S.A.,48187,AFADFA-AS ARABAKO FORU ALDUNDIA / DIPUTACION FORAL DE ALAVA,43552.7,1.80e-07
15699,"AS_ADAM Adam EcoTech, S.A",207026,QUOPIAM Quopiam Informatica SL,43552.7,1.80e-07
15704,AS15704 XTRA TELECOM S.A.,205827,conectat-as ConectaT Servicios de Banda Ancha SL,43552.7,1.80e-07
29691,NINE Nine Internet Solutions AG,44919,eqipe eqipe GmbH,43554.0,1.80e-07
10429,TELEFONICA BRASIL S.A,52705,FRANET TELECOM,43554.62,1.80e-07
14840,BR.Digital Provider,61910,Dvoranem E Fernandes Ltda,43554.62,1.80e-07
36351,SOFTLAYER,52873,Softdados Telecomunicacoes,43554.62,1.80e-07
51185,MAINSTREAMING-AS MainStreaming SpA,53115,ISPX Solucoes em Telecomunicacoes SPE Ltda,43554.62,1.80e-07
263444,Open X Tecnologia Ltda,263338,VEXNET TELECON INFORMATICA LTDA,43554.62,1.80e-07
270417,UP Down Telecom Ltda,271694,MANALINK PROVEDOR DE INTERNET - LTDA,43554.62,1.80e-07
3326,"Datagroup PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",50303,"TECC-AS Ternopil Municipal Public Organization ""Ternopil Education Communication Center""",43555.7,1.80e-07
35213,"COMPNETUA-AS TOV ""Kompjuternie Merezhi""",39667,ONLINE-NET-AS Sheinichenko Denis Sergeevich,43555.7,1.80e-07
48323,NEIRONSYSTEMS-NET PP Neiron Systems,59652,GULFSTREAM GOLFSTREAM.NET LLC,43555.7,1.80e-07
49824,"ACTPA-AS PC ""Astra-net""",48957,"NETWORK-LVIV-AS Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd",43555.7,1.80e-07
59577,LINKCOM-LVIV-AS LinkCom Networks LLC,24482,SGGS-AS-AP SG.GS,43555.7,1.80e-07
16735,ALGAR TELECOM SA,394684,AS-GOLD,43565.76,1.80e-07
20712,AS20712 Andrews & Arnold Ltd,49544,i3Dnet i3D.net B.V,43566.88,1.80e-07
132337,ANSPL-AS-AP Axclusive,13194,"BITE UAB ""Bite Lietuva""",43567.6,1.80e-07
1103,SURFNET-NL SURF B.V.,9136,WOBCOM Wobcom GmbH,43569.32,1.80e-07
1103,SURFNET-NL SURF B.V.,28725,CETIN-AS CETIN a.s.,43569.32,1.80e-07
3356,LEVEL3,51752,"WBTGNL-AS Wachttoren-, Bijbel en Traktaatgenootschap Kerkgenootschap",43569.32,1.80e-07
9145,EWETEL EWE TEL GmbH,1140,SIDN Stichting Internet Domeinregistratie Nederland,43569.32,1.80e-07
12779,ITGATE IT.Gate S.p.A.,31673,UNISERVER-AS Uniserver Internet B.V.,43569.32,1.80e-07
13194,"BITE UAB ""Bite Lietuva""",50300,CUSTDC CustodianDC Limited,43569.32,1.80e-07
50581,UTG Ukrainian Telecommunication Group LLC,47160,MOJI MOJI SAS,43569.32,1.80e-07
262589,SAMM TECNOLOGIA E TELECOMUNICACOES S.A,13194,"BITE UAB ""Bite Lietuva""",43569.32,1.80e-07
2119,TELENOR-NEXTEL Telenor Norge AS,39351,ESAB-AS 31173 Services AB,43571.75,1.80e-07
3267,"niks SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE NATIONAL RESEARCH CENTRE ""KURCHATOV INSTITUTE""",51562,almazovcentre Federal Medical Research Center of Almazova,43572.4,1.80e-07
12389,ROSTELECOM-AS PJSC Rostelecom,49712,"TBM-AS JSC ""TBM""",43572.4,1.80e-07
25549,AVANTEL-AS JSC Avantel,50452,CBACCEPT-AS Bank Accept JSC,43572.4,1.80e-07
29076,CITYTELECOM-AS Citytelecom LLC,50822,"OSTANKINO-TELECOM LLC ""Ostankino Telecom""",43572.4,1.80e-07
31376,SMART-AS Smart Telecom Limited,50082,EURECA JSC Eureca,43572.4,1.80e-07
48614,ITSOFT-AS ITSOFT LLC,24482,SGGS-AS-AP SG.GS,43572.4,1.80e-07
30950,Eviny-AS30950 Eviny Digital AS,15765,MIMER Tafjord Connect AS,43572.75,1.80e-07
1828,UNITAS,64098,FIELD-AS-AP Field Solutions Group Pty Ltd,43575.61,1.80e-07
17766,NEXON-AS-AP Nexon Asia Pacific Pty Ltd,64073,VETTA Vetta Online Ltd,43575.61,1.80e-07
18200,OPT-NC-AS-AP Office des Postes et Telecommunications New-Caledonia,49544,i3Dnet i3D.net B.V,43575.61,1.80e-07
1241,FORTHNET-GR Nova Telecommunications & Media Single Member S.A,20932,SIG-ST Services Industriels de Geneve,43577.82,1.80e-07
20485,TRANSTELECOM Joint Stock Company TransTeleCom,20928,NOOR-AS,43581.14,1.80e-07
58243,TELEAG TELE AG,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,43584.0,1.80e-07
29075,IELO IELO-LIAZO SERVICES SAS,18001,DIALOG-AS Dialog Axiata PLC.,43586.4,1.80e-07
18978,ENZUINC-,37468,ANGOLA-CABLES,43588.68,1.80e-07
60476,MYCOM-AS Digital Transformation Plus LLC,49544,i3Dnet i3D.net B.V,43594.74,1.80e-07
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,47864,V-NET V-NET B.V.,43599.42,1.80e-07
45437,RWTS-AS-AP Real World - The Core,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,43603.6,1.80e-07
57695,"MISAKA Misaka Network, Inc.",23576,NHN-AS-KR NAVER Cloud Corp.,43603.92,1.80e-07
13768,COGECO-PEER1,20340,CALLTOWER,43611.25,1.80e-07
58299,OPENFACTORY-AS Openfactory GmbH,45474,NEXUSGUARD-AS-AP NEXUSGUARD LIMITED,43613.88,1.80e-07
42831,UKSERVERS-AS UK Dedicated Servers Limited,34177,CELESTE-AS CELESTE SAS,43621.28,1.80e-07
24482,SGGS-AS-AP SG.GS,55701,ASNET-AS-ID PT. Usaha Adisanggoro,43625.24,1.80e-07
37721,Virtual-Technologies-Solutions-SA,37697,webmasters,43626.75,1.80e-07
34288,AS34288 Kantonsschule Zug,21269,wiwis-AS Christian Wittenhorst trading as Progon Network Engineering,43627.2,1.80e-07
22894,Network Information Center Mexico,28500,Network Information Center Mexico,43634.7,1.80e-07
5580,GTT-ASIA GTT Communications Netherlands B.V.,63399,DIALPAD,43636.68,1.80e-07
56911,ASN-WARIAN Warian S.R.L.,37497,Network-Platforms,43641.81,1.81e-07
23650,CHINANET-JIANGSU-PROVINCE-IDC AS Number for CHINANET jiangsu province backbone,24409,CNNIC-CRITICAL-AP China Internet Network Infomation Center,43644.9,1.81e-07
7617,CTM-HK CTM HK Limited,8359,MTS MTS PJSC,43647.36,1.81e-07
8359,MTS MTS PJSC,9584,GENESIS-AP Diyixian.com Limited,43647.36,1.81e-07
9304,HUTCHISON-AS-AP HGC Global Communications Limited,4594,HKISL-ASN Internet Solutions Limited,43647.36,1.81e-07
15924,BORUSANTELEKOM-AS Vodafone Net Iletisim Hizmetler AS,41999,ALLUPNET-INT-AS OOO ALL UP NET,43647.75,1.81e-07
48070,DSM DSM (GB) Limited,16552,DIGICERT,43647.84,1.81e-07
174,COGENT-174,25358,NOVSO Novso SARL,43649.84,1.81e-07
3257,GTT-BACKBONE GTT Communications Inc.,6738,DRI DRI SAS,43649.84,1.81e-07
33182,DIMENOC,34549,MEER-AS meerfarbig GmbH & Co. KG,43654.08,1.81e-07
12390,KINGSTON-UK-AS KCOM GROUP LIMITED,34549,MEER-AS meerfarbig GmbH & Co. KG,43654.23,1.81e-07
17639,CONVERGE-AS Converge ICT Solutions Inc.,206067,H3GUK Hutchison 3G UK Limited,43654.23,1.81e-07
24482,SGGS-AS-AP SG.GS,41811,CONVERGENCE-GROUP CONVERGENCE (GROUP NETWORKS) LIMITED,43654.23,1.81e-07
35575,VAIONI Vaioni Group Ltd,37468,ANGOLA-CABLES,43654.23,1.81e-07
57099,BCL-AS Boundless Networks Limited,24482,SGGS-AS-AP SG.GS,43654.23,1.81e-07
35280,F5 F5 Networks SARL,397423,TIER-NET,43655.16,1.81e-07
61621,Norte.Net Telecomunicacoes Ltda,6057,Administracion Nacional de Telecomunicaciones,43657.83,1.81e-07
262901,Vcnet Provedora de Internet Ltda.,269604,JNETCOM TELECOM,43657.83,1.81e-07
264479,Turbozone Internet,263903,INFORBARRA TELECOM,43657.83,1.81e-07
50607,EPIX-KTW-GlobalMix Stowarzyszenie e-Poludnie,52079,INTERDUO-AS INTERDUO BUJEK KLOPOTEK SOWA SPOLKA JAWNA,43663.58,1.81e-07
1257,TELE2,197425,SAAB-ASN Saab AB,43664.58,1.81e-07
24482,SGGS-AS-AP SG.GS,37904,"BBIX-NETWORK BBIX, Inc.",43668.72,1.81e-07
139428,IDNIC-LEXXADATA-AS-ID PT.LEXXA DATA INDONUSA,139963,STATIONHOTSPOT-AS-ID PT.MURNI MAKMUR ABADI,43675.52,1.81e-07
139958,FAKTAJI-AS-ID PT Fakta Jabbar Industri,142374,IDNIC-INTRAKOM-AS-ID PT Solusi Integra Datakom,43675.52,1.81e-07
140481,T2NET-AS-ID PT Tonggak Teknologi Netikom,141606,IDNIC-SMN-AS-ID PT Sembilan Mediadata Nusaraya,43675.52,1.81e-07
141137,MEDIACEPAT-AS-ID PT Media Cepat Indonesia,141959,IDNIC-ARTAFLASH-AS-ID PT Arta Flash Sintesa Nusantara,43675.52,1.81e-07
33353,SBS,14630,INVESCO,43680.38,1.81e-07
12353,VODAFONE-PT Vodafone Portugal - Communicacoes Pessoais S.A.,200942,"NANIUM-AS ATEP - Amkor Technology Portugal, S.A.",43680.81,1.81e-07
50316,NET_GLOBAL_SRL Net Global Srl,24961,MYLOC-AS WIIT AG,43686.03,1.81e-07
3303,SWISSCOM Swisscom (Schweiz) AG,6866,CYTA-NETWORK Cyprus Telecommunications Authority,43687.28,1.81e-07
39251,NETGUARD NETGUARD LLC,49544,i3Dnet i3D.net B.V,43688.4,1.81e-07
20932,SIG-ST Services Industriels de Geneve,12731,IPHH IPHH Internet Port Hamburg GmbH,43691.7,1.81e-07
1299,TWELVE99 Arelion Sweden AB,39605,IGUANESOLUTIONS Iguane Solutions SAS,43694.02,1.81e-07
13030,INIT7 Init7 (Switzerland) Ltd.,51468,ONECOM One.com A/S,43698.33,1.81e-07
12334,"R Cable y Telecable Telecomunicaciones, S.A.U.",199949,SEGON-AS Grupo On Seguridad SL,43698.85,1.81e-07
3300,BT British Telecommunications PLC,52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",43700.72,1.81e-07
174,COGENT-174,204760,MOMIT MOMIT SRL,43704.56,1.81e-07
5405,INTERDOTLINK Inter.link GmbH,60798,ASSERVEREASY Servereasy Srl,43704.56,1.81e-07
12874,FASTWEB Fastweb SpA,35066,FOSCHI-AS FOSCHI IMPIANTI S.N.C. DI FOSCHI EURO E C.,43704.56,1.81e-07
12874,FASTWEB Fastweb SpA,35519,BANCO-DI-DESIO-AS Banco di Desio e della Brianza SPA,43704.56,1.81e-07
553,BELWUE Universitaet Stuttgart,9136,WOBCOM Wobcom GmbH,43705.78,1.81e-07
3356,LEVEL3,34015,RHEINENERGIE RheinEnergie AG,43705.78,1.81e-07
8308,NASK-COMMERCIAL NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,43705.78,1.81e-07
12337,NORIS-NETWORK noris network AG,210937,Showfom Xiufeng Guo,43705.78,1.81e-07
12586,ASGHOSTNET GHOSTnet GmbH,51058,RDNS-AS Sascha Bielski,43705.78,1.81e-07
15933,ITH ith Kommunikationstechnik GmbH,25091,IP-Max IP-Max SA,43705.78,1.81e-07
29056,CITYCOM-AS Citycom Telekommunikation GmbH,37468,ANGOLA-CABLES,43705.78,1.81e-07
35625,EUROFIBER-FRANCE Eurofiber France SAS,10282,DIALIP-PR,43705.78,1.81e-07
35753,ITC Integrated Telecom Co. Ltd,43009,INFOBIP-AS Infobip Limited,43705.78,1.81e-07
43623,ARD-STERNPUNKT Hessischer Rundfunk,37468,ANGOLA-CABLES,43705.78,1.81e-07
39668,AS-INTERSAT_CT Intersat SRL,49544,i3Dnet i3D.net B.V,43707.9,1.81e-07
49774,INTERLINK-BANAT-AS S.C. Interlink Banat S.R.L.,50667,MSP-ROMANIA-AS NETPROTECT SRL,43707.9,1.81e-07
42005,LIGHTSTORM-COMMUNICATIONS-SRO-SK-AS LightStorm Services s.r.o.,51653,PRESNET-AS PRESNET s.r.o.,43709.97,1.81e-07
44901,belcloud Belcloud LTD,2607,SANET Zdruzenie pouzivatelov Slovenskej akademickej datovej siete SANET,43709.97,1.81e-07
12779,ITGATE IT.Gate S.p.A.,34953,RELAIX RelAix Networks GmbH,43719.94,1.81e-07
50629,LWLCOM LWLcom GmbH,21263,TELEDATA-AS TeleData GmbH,43720.3,1.81e-07
136106,FIBERSTAR-AS-ID PT. Mega Akses Persada,131219,ISPL-AS-AP Indosat Singapore Pte. Ltd.,43721.28,1.81e-07
174,COGENT-174,7366,LEMURIACO,43724.7,1.81e-07
174,COGENT-174,7941,INTERNET-ARCHIVE,43724.7,1.81e-07
174,COGENT-174,394080,TENERUM-AS,43724.7,1.81e-07
1239,SPRINTLINK,16799,PAYMASTER,43724.7,1.81e-07
2381,WISCNET1-AS,35280,F5 F5 Networks SARL,43724.7,1.81e-07
6614,USCC-ASN,7195,EDGEUNO S.A.S,43724.7,1.81e-07
7018,ATT-INTERNET4,1415,CHNETWORK,43724.7,1.81e-07
11377,SENDGRID,37468,ANGOLA-CABLES,43724.7,1.81e-07
11537,INTERNET2-RESEARCH-EDU,29384,"Qatar-Foundation Qatar Foundation for Education, Science and Community Development",43724.7,1.81e-07
11537,INTERNET2-RESEARCH-EDU,396955,INTERNET2-BLEND,43724.7,1.81e-07
11550,SDL-20-AS,20348,OFS-BRANDS,43724.7,1.81e-07
13786,SEABORN,21351,CANALPLUSTELECOM Canal + Telecom SAS,43724.7,1.81e-07
13786,SEABORN,53828,NITEL,43724.7,1.81e-07
14717,ECINET,53778,BCML-ASN,43724.7,1.81e-07
14877,FL-14877,23041,PENNHIGHLANDSCC,43724.7,1.81e-07
16735,ALGAR TELECOM SA,11096,FLORIDANET,43724.7,1.81e-07
19151,BBO-1,32748,STEADFAST,43724.7,1.81e-07
20115,CHARTER-20115,33062,ALEXLEE-INC,43724.7,1.81e-07
20473,AS-VULTR,400245,AS400245,43724.7,1.81e-07
22773,ASN-CXA-ALL-CCI-22773-RDC,16913,LOYNO-EDU,43724.7,1.81e-07
23138,FIRST-STEP,49544,i3Dnet i3D.net B.V,43724.7,1.81e-07
32097,WII,397423,TIER-NET,43724.7,1.81e-07
32748,STEADFAST,49544,i3Dnet i3D.net B.V,43724.7,1.81e-07
40233,SLOM-INC,54004,OPTIMUM-WIFI2,43724.7,1.81e-07
46827,SPECTRA-LABORATORIES-EAST,54004,OPTIMUM-WIFI2,43724.7,1.81e-07
46887,CROWNCASTLE-AS46887,62548,NORWICH-PUBLIC-UTILITIES,43724.7,1.81e-07
52025,PARADOXNETWORKS-LIMITED ParadoxNetworks Limited,20394,MASHELL-TELECOM,43724.7,1.81e-07
137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,11758,IRISNETWORKS,43724.7,1.81e-07
399855,KEYSTONEREN,31746,FANDM,43724.7,1.81e-07
3327,CITIC CITIC Telecom CPC Netherlands B.V.,47371,xomobile XOmobile Ltd.,43726.62,1.81e-07
14754,"TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA",264686,TECNOLOGIA Y SISTEMAS WILCASJI SOCIEDAD ANONIMA,43728.94,1.81e-07
20326,TERASWITCH,12859,NL-BIT BIT BV,43736.55,1.81e-07
15412,FLAG-AS FLAG TELECOM UK LIMITED,16509,AMAZON-02,43749.72,1.81e-07
45820,TTSL-MEISISP Tata Teleservices ISP AS,19239,KLA,43753.6,1.81e-07
49600,"NEARIP NEAR IP, S.L.",33891,CORE-BACKBONE Core-Backbone GmbH,43754.1,1.81e-07
224,"UNINETT UNINETT, The Norwegian University & Research Network",58302,SAMFUNDET-AS Studentersamfundet i Trondhjem,43757.25,1.81e-07
37721,Virtual-Technologies-Solutions-SA,49434,FBWNETWORKS FBW NETWORKS SAS,43757.85,1.81e-07
14840,BR.Digital Provider,52620,BRASIL NORTE BEBIDAS SA,43761.04,1.81e-07
35280,F5 F5 Networks SARL,28254,Arganet Comunicacao e Monitoramento Digital Ltda,43761.04,1.81e-07
262503,WIKI TELECOMUNICACOES EIRELI,271612,LOGO Telecom,43761.04,1.81e-07
266201,VERO S.A,267081,Netslim Provedor de Internet Eireli - ME,43761.04,1.81e-07
1828,UNITAS,50304,BLIX Blix Solutions AS,43761.15,1.81e-07
58272,LEADERTELECOMBV-AS LeaderTelecom B.V.,30844,LIQUID-AS Liquid Telecommunications Ltd,43763.4,1.81e-07
13287,NIXVAL FALBOX S.L. trading as NIXVAL,35625,EUROFIBER-FRANCE Eurofiber France SAS,43771.5,1.81e-07
15830,Equinix Equinix (EMEA) Acquisition Enterprises B.V.,13684,ASN-MEDTRONIC-1,43774.86,1.81e-07
13045,HTP-AS htp GmbH,34549,MEER-AS meerfarbig GmbH & Co. KG,43780.71,1.81e-07
174,COGENT-174,49941,EUROTUX Eurotux Informatica SA,43793.1,1.81e-07
57695,"MISAKA Misaka Network, Inc.",61599,EAI TELECOMUNICACOES LTDA,43800.24,1.81e-07
3303,SWISSCOM Swisscom (Schweiz) AG,39686,ASN-EUROFIBER Eurofiber Nederland BV,43807.96,1.81e-07
1820,WNET,42711,ASN-VESELKA LLC Skycloud,43811.91,1.81e-07
12593,"AS12593 LLC ""UKRCOM""",51652,NUBIP-AS National University of Life and Environmental Sciences of Ukraine,43811.91,1.81e-07
12883,"UCOMLINE PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",42112,UNIVERSALBANK-AS JSC Universal Bank,43811.91,1.81e-07
12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",50361,IIBHQ-AS Joint Stock Company International Investment Bank,43811.91,1.81e-07
42512,X-COM-AS X-COM LLC,51742,"ASNETLIFE FOP Molochko Nina Vasilievna,",43811.91,1.81e-07
13285,OPALTELECOM-AS TalkTalk Communications Limited,14630,INVESCO,43815.8,1.81e-07
14630,INVESCO,18001,DIALOG-AS Dialog Axiata PLC.,43817.84,1.81e-07
1103,SURFNET-NL SURF B.V.,41047,NL-MLAB Bart Vrancken trading as MLaB,43822.63,1.81e-07
1103,SURFNET-NL SURF B.V.,394354,CIRA-CLOUD2,43822.63,1.81e-07
3333,RIPE-NCC-AS Reseaux IP Europeens Network Coordination Centre (RIPE NCC),394354,CIRA-CLOUD2,43822.63,1.81e-07
13285,OPALTELECOM-AS TalkTalk Communications Limited,15605,CONNESI Connesi s.p.a.,43822.63,1.81e-07
39521,TNGNET TNGNET B.V.,12859,NL-BIT BIT BV,43822.63,1.81e-07
213241,TECHIT TECHIT.BE SRL,270814,ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES LTDA,43822.63,1.81e-07
394354,CIRA-CLOUD2,1140,SIDN Stichting Internet Domeinregistratie Nederland,43822.63,1.81e-07
148979,FWCPL-AS-AP Fiberworld Communication Pvt. Ltd.,138495,ALISHA-AS-AP Alisha Communication Link Pvt.Ltd,43823.36,1.81e-07
21351,CANALPLUSTELECOM Canal + Telecom SAS,394485,SOLUTECH-SBH-AS,43826.56,1.81e-07
396986,BYTEDANCE,37468,ANGOLA-CABLES,43831.44,1.81e-07
50673,Serverius-as Serverius Holding B.V.,52000,MIRhosting MIRhosting B.V.,43834.74,1.81e-07
12337,NORIS-NETWORK noris network AG,64475,FREIFUNK-FRANKFURT Freifunk Frankfurt am Main e.V.,43834.88,1.81e-07
24183,DTS-ISP-CORE1-AP DTS LTD,38294,SERVERWORKS-NZ-AP Serverworks Content Provider,43840.15,1.81e-07
151336,VERGE-AS-AP Verge Networks Limited,153306,VOIPHQ-AS-AP VOIP HQ LIMITED,43840.15,1.81e-07
8315,ACNBB Accenture B. V.,8298,IPNG IPng Networks GmbH,43846.4,1.81e-07
13335,CLOUDFLARENET,29689,ORIGO-AS Origo ehf,43854.84,1.81e-07
18182,SONET-TW Sony Network Taiwan Limited,18424,ASN-CM-CRAFT-AESTHETIC-GLOBAL CM Craft Aesthetic,43859.85,1.81e-07
16735,ALGAR TELECOM SA,263087,Rawnet Informatica LTDA,43864.25,1.81e-07
22548,Nucleo de Inf. e Coord. do Ponto BR - NIC.,21574,Century Telecom Ltda,43864.25,1.81e-07
265269,MEGA TELE INFORMATICA,271056,MOVIL TECNOLOGIA & TELECOM LTDA,43864.25,1.81e-07
174,COGENT-174,205177,IVANTI-UK IVANTI UK LIMITED,43865.12,1.81e-07
174,COGENT-174,211460,cowenuk Cowen Execution Services Limited,43865.12,1.81e-07
2856,BT-UK-AS British Telecommunications PLC,394731,CNRL,43865.12,1.81e-07
14630,INVESCO,206067,H3GUK Hutchison 3G UK Limited,43865.12,1.81e-07
39097,MAINTEL-LTD-UK Maintel Europe Limited,41988,TAKING-CARE-AS PPP Taking Care Ltd,43865.12,1.81e-07
47474,Virtual1 Virtual1 Limited,47611,WMI-UK-LON Warner Music International Services Limited,43865.12,1.81e-07
48362,TKSWF-AS Stadtwerke Feldkirch,37273,BCS,43865.12,1.81e-07
132337,ANSPL-AS-AP Axclusive,206067,H3GUK Hutchison 3G UK Limited,43865.12,1.81e-07
206067,H3GUK Hutchison 3G UK Limited,18106,VIEWQWEST-SG-AP Viewqwest Pte Ltd,43865.12,1.81e-07
207841,INFERNO Inferno Communications Ltd,206067,H3GUK Hutchison 3G UK Limited,43865.12,1.81e-07
213241,TECHIT TECHIT.BE SRL,206067,H3GUK Hutchison 3G UK Limited,43865.12,1.81e-07
21859,ZEN-ECN,13631,CIG-AS,43866.56,1.81e-07
202979,"ngaservices NGA Services, spol. s r.o.",203365,"OPTETNETWORK Optet network, s. r. o.",43869.16,1.81e-07
12491,GILAT-TELECOM-LTD Gilat Telecom Ltd.,25369,BANDWIDTH-AS Hydra Communications Ltd,43870.08,1.81e-07
51185,MAINSTREAMING-AS MainStreaming SpA,56655,GIGAHOST Gigahost AS,43871.22,1.81e-07
394256,CLOUDSINGULARITY,18106,VIEWQWEST-SG-AP Viewqwest Pte Ltd,43873.75,1.81e-07
1299,TWELVE99 Arelion Sweden AB,48822,UNIVERSUMNET-AS Universum bit Ltd.,43874.25,1.81e-07
2119,TELENOR-NEXTEL Telenor Norge AS,8478,ASN-GIGNETWORKS GIG Networks AS,43880.25,1.81e-07
4818,DIGIIX-AP DiGi Telecommunications Sdn. Bhd.,49544,i3Dnet i3D.net B.V,43889.12,1.82e-07
24482,SGGS-AS-AP SG.GS,17976,CAMGSM-CELLCARD-AS-AP CAMGSM Company Ltd,43889.12,1.82e-07
34288,AS34288 Kantonsschule Zug,3223,VOXILITY Voxility LLP,43889.12,1.82e-07
38740,TASHICELL-TRANSIT-AS Tashi InfoComm Limited,38001,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd,43889.12,1.82e-07
58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,63199,CDSC-AS1,43889.12,1.82e-07
7521,MFEED INTERNET MULTIFEED CO.,173,NTTECL-AS Nippon Telegraph and Telephone Corporation,43891.12,1.82e-07
9370,SAKURA-B SAKURA Internet Inc.,9304,HUTCHISON-AS-AP HGC Global Communications Limited,43891.12,1.82e-07
62167,Tismi Tismi BV,20712,AS20712 Andrews & Arnold Ltd,43891.2,1.82e-07
58272,LEADERTELECOMBV-AS LeaderTelecom B.V.,34927,iFog-GmbH iFog GmbH,43892.96,1.82e-07
29286,SKYLOGIC-AS SKYLOGIC S.P.A.,58299,OPENFACTORY-AS Openfactory GmbH,43893.33,1.82e-07
6774,ASN-BICS Belgacom International Carrier Services SA,1836,GREEN green.ch AG,43895.32,1.82e-07
59796,STORMWALL-AS StormWall s.r.o.,47692,NESSUS Nessus GmbH,43895.88,1.82e-07
35598,INETCOM INETCOM CARRIER LLC,42366,TERRATRANSIT-AS TerraTransit AG,43899.74,1.82e-07
22548,Nucleo de Inf. e Coord. do Ponto BR - NIC.,264798,Secretaria Legal y Tecnica,43905.2,1.82e-07
3491,CONSOLE-CONNECT-ASN,36062,DOUBLE-VERIFY,43908.93,1.82e-07
16735,ALGAR TELECOM SA,28329,Megatelecom Telecomunicacoes Ltda,43924.65,1.82e-07
29169,GANDI-AS GANDI SAS,50902,DNS0EU DNS0.EU A.D.,43929.27,1.82e-07
4725,ODN SoftBank Corp.,59116,AIGTKK AIG Technologies KK,43931.52,1.82e-07
24482,SGGS-AS-AP SG.GS,56111,AGARTO-MY Agarto Sdn Bhd,43931.94,1.82e-07
25394,MK-NETZDIENSTE-AS MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,12859,NL-BIT BIT BV,43932.32,1.82e-07
31638,ASN-LEPIDA Lepida S.c.p.A.,23106,AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT,43932.56,1.82e-07
13030,INIT7 Init7 (Switzerland) Ltd.,25255,H3G-Austria-AS Hutchison Drei Austria GmbH,43933.26,1.82e-07
62642,BIGLEAF,34927,iFog-GmbH iFog GmbH,43934.37,1.82e-07
2119,TELENOR-NEXTEL Telenor Norge AS,43516,FELLESKJOPET-AS Felleskjopet Agri SA,43941.75,1.82e-07
1828,UNITAS,206067,H3GUK Hutchison 3G UK Limited,43946.24,1.82e-07
12302,Vodafone_Ro Vodafone Romania S.A.,215945,ELECTRO-SAT ELECTRO-SAT SRL,43953.45,1.82e-07
36351,SOFTLAYER,41666,PYRO-AS Institute for Pyrotechnical Cleaning (limited company),43958.0,1.82e-07
15557,LDCOMNET Societe Francaise Du Radiotelephone - SFR SA,47206,RENNES-TELECOM-AS Societe Francaise Du Radiotelephone - SFR SA,43959.1,1.82e-07
