AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
35280,F5 F5 Networks SARL,53222,Seanet Telecom Ltda,1754.57,7.26e-09
37721,Virtual-Technologies-Solutions-SA,61648,PLAYIP TELECOM LTDA.,1754.57,7.26e-09
37721,Virtual-Technologies-Solutions-SA,61751,SINTNET-TELECOMUNICACOES E INFORMATICA LTDA,1754.57,7.26e-09
51185,MAINSTREAMING-AS MainStreaming SpA,28195,Com4 Internet Provider,1754.57,7.26e-09
51185,MAINSTREAMING-AS MainStreaming SpA,52541,New Speed Internet Banda Larga,1754.57,7.26e-09
51185,MAINSTREAMING-AS MainStreaming SpA,52637,Station Net Provedor de Internet,1754.57,7.26e-09
51185,MAINSTREAMING-AS MainStreaming SpA,52861,SN Internet Navegantes Ltda ME,1754.57,7.26e-09
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",28178,Networld Provedor e Servicos de Internet Ltda,1754.57,7.26e-09
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",28590,Directnet Prestacao de Servicos Ltda.,1754.57,7.26e-09
52637,Station Net Provedor de Internet,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
52765,MAXXNET TELECOM,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
52861,SN Internet Navegantes Ltda ME,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
52863,UPX TECNOLOGIA LTDA,14868,Ligga Telecomunicacoes S.A.,1754.57,7.26e-09
52863,UPX TECNOLOGIA LTDA,52637,Station Net Provedor de Internet,1754.57,7.26e-09
52863,UPX TECNOLOGIA LTDA,53142,Friburgo Online LTDA ME,1754.57,7.26e-09
52873,Softdados Telecomunicacoes,28144,G3 TELECOM,1754.57,7.26e-09
52873,Softdados Telecomunicacoes,28658,Gigalink de Nova Friburgo Solucoes em Rede Multimi,1754.57,7.26e-09
52873,Softdados Telecomunicacoes,52637,Station Net Provedor de Internet,1754.57,7.26e-09
52873,Softdados Telecomunicacoes,52765,MAXXNET TELECOM,1754.57,7.26e-09
52873,Softdados Telecomunicacoes,52861,SN Internet Navegantes Ltda ME,1754.57,7.26e-09
53005,CONNECT TELECOMUNICACOES LTDA,52863,UPX TECNOLOGIA LTDA,1754.57,7.26e-09
53102,S.I. TELECOM. SERVICOS DE TELEFONIA LTDA EPP,52863,UPX TECNOLOGIA LTDA,1754.57,7.26e-09
53102,S.I. TELECOM. SERVICOS DE TELEFONIA LTDA EPP,52873,Softdados Telecomunicacoes,1754.57,7.26e-09
53201,VIRTUAL TELECOM LTDA,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
53201,VIRTUAL TELECOM LTDA,60503,FNXTEC FNX Tecnologia LTDA,1754.57,7.26e-09
53202,Acesso10 Telecom,52863,UPX TECNOLOGIA LTDA,1754.57,7.26e-09
53222,Seanet Telecom Ltda,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
60503,FNXTEC FNX Tecnologia LTDA,28590,Directnet Prestacao de Servicos Ltda.,1754.57,7.26e-09
60503,FNXTEC FNX Tecnologia LTDA,52637,Station Net Provedor de Internet,1754.57,7.26e-09
60503,FNXTEC FNX Tecnologia LTDA,52765,MAXXNET TELECOM,1754.57,7.26e-09
61665,ROMICROS BRASIL LTDA,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1754.57,7.26e-09
61890,Adaptlink Servicos de Comunicacao Multimidia Ltda.,52863,UPX TECNOLOGIA LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,10733,DC MATRIX INTERNET SA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,11338,SKY SERVICOS DE BANDA LARGA LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,262404,JC SERVICOS DE INTERNET LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,262469,WISP ICONECTA SERVICOS DE REDE LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,262952,LIFE.IN TELECOM,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,263083,FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,263544,VARZEA NET TELECOMUNICACOES LTDA ME,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,264381,VIBE PROVEDOR DE INTERNET LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,264969,FD CAVALCANTE DE LIMA ME,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,265207,PLUS PROVEDOR DE INTERNET LTDA - ME,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,266140,CMC TELECOM LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,268157,ELEVAR TELECOM LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,268162,Natural Solucoes Internet e Sistemas Ltda,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,268793,Restarty Tech Internet,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,270520,T. T. A. SOLUCOES EM TECNOLOGIA E COMUNICACAO LTDA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,271145,PIAUI LINK SA,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,272187,CCOP NET COMERCIO E SOLUCOES DE EQUIP DE REDE LTD,1754.57,7.26e-09
199524,GCORE G-Core Labs S.A.,272539,ENEVE TELECOMUNICACOES LTDA,1754.57,7.26e-09
262437,InNET Ponto Com Ltda.,263237,PowerHost Telecom SPA,1754.57,7.26e-09
262454,IPWAVE INTERNET LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
262498,Sudoeste Fibra,264479,Turbozone Internet,1754.57,7.26e-09
262503,WIKI TELECOMUNICACOES EIRELI,266339,JOSE OLIVEIRA DE LIMA DDSAT NET TELECOM E INF - ME,1754.57,7.26e-09
262571,SM Networks,199524,GCORE G-Core Labs S.A.,1754.57,7.26e-09
262893,P4 TELECOM LTDA,199524,GCORE G-Core Labs S.A.,1754.57,7.26e-09
262970,Tudo Internet,263237,PowerHost Telecom SPA,1754.57,7.26e-09
262978,Centro de Tecnologia Armazem Datacenter Ltda.,264479,Turbozone Internet,1754.57,7.26e-09
263009,FORTE TELECOM LTDA.,268235,VLA TELECOMUNICACOES LTDA,1754.57,7.26e-09
263057,Connect Network,264479,Turbozone Internet,1754.57,7.26e-09
263152,MIGO TELECOM,10733,DC MATRIX INTERNET SA,1754.57,7.26e-09
263152,MIGO TELECOM,11338,SKY SERVICOS DE BANDA LARGA LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,262469,WISP ICONECTA SERVICOS DE REDE LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,262889,Softhouse Solucoes em Informatica,1754.57,7.26e-09
263152,MIGO TELECOM,262952,LIFE.IN TELECOM,1754.57,7.26e-09
263152,MIGO TELECOM,263083,FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL,1754.57,7.26e-09
263152,MIGO TELECOM,263544,VARZEA NET TELECOMUNICACOES LTDA ME,1754.57,7.26e-09
263152,MIGO TELECOM,263991,WFNET INTERNET LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,264397,SUPRANET TELECOM INFORMATICA LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,265379,JULIO CESAR DAS NEVES - ME,1754.57,7.26e-09
263152,MIGO TELECOM,266101,MARTINS.NET SERVICOS DE TELECOMUNICACOES LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,266140,CMC TELECOM LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,266207,Onitel Telecomunicacoes,1754.57,7.26e-09
263152,MIGO TELECOM,268157,ELEVAR TELECOM LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,268162,Natural Solucoes Internet e Sistemas Ltda,1754.57,7.26e-09
263152,MIGO TELECOM,268404,DIGITAL VIRTUAL LTDA - ME,1754.57,7.26e-09
263152,MIGO TELECOM,268793,Restarty Tech Internet,1754.57,7.26e-09
263152,MIGO TELECOM,269396,UNIR TELECOM,1754.57,7.26e-09
263152,MIGO TELECOM,271126,ONDANET PE,1754.57,7.26e-09
263152,MIGO TELECOM,271303,Brayo LTDA,1754.57,7.26e-09
263152,MIGO TELECOM,272539,ENEVE TELECOMUNICACOES LTDA,1754.57,7.26e-09
263433,Click Fibra,263237,PowerHost Telecom SPA,1754.57,7.26e-09
263507,VAINET TECNOLOGIA LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
263528,VIACOM NEXT GENERATION COMUNICACAO LTDA,24482,SGGS-AS-AP SG.GS,1754.57,7.26e-09
263858,RS NET EIRELI ME,263237,PowerHost Telecom SPA,1754.57,7.26e-09
263991,WFNET INTERNET LTDA,22548,Nucleo de Inf. e Coord. do Ponto BR - NIC.,1754.57,7.26e-09
263991,WFNET INTERNET LTDA,199524,GCORE G-Core Labs S.A.,1754.57,7.26e-09
263991,WFNET INTERNET LTDA,264479,Turbozone Internet,1754.57,7.26e-09
264200,R DE MELO NEVES CONEX - ME,263237,PowerHost Telecom SPA,1754.57,7.26e-09
264212,IMPACTO TELECOMUNICACOES EIRELI - ME,263237,PowerHost Telecom SPA,1754.57,7.26e-09
264479,Turbozone Internet,262469,WISP ICONECTA SERVICOS DE REDE LTDA,1754.57,7.26e-09
264479,Turbozone Internet,262480,CONNECT10 INTERNET EIRELI,1754.57,7.26e-09
264479,Turbozone Internet,262706,Ultranet Telecomunicacoes Ltda,1754.57,7.26e-09
264479,Turbozone Internet,262889,Softhouse Solucoes em Informatica,1754.57,7.26e-09
264479,Turbozone Internet,263083,FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL,1754.57,7.26e-09
264479,Turbozone Internet,263427,Carlos Henrique Santos de Oliveira ME,1754.57,7.26e-09
264479,Turbozone Internet,263536,MICROSET MAQUINAS E SERVICOS LTDA,1754.57,7.26e-09
264479,Turbozone Internet,263544,VARZEA NET TELECOMUNICACOES LTDA ME,1754.57,7.26e-09
264479,Turbozone Internet,265491,ARP TELECOM COMUNICACOES LTDA ME,1754.57,7.26e-09
264479,Turbozone Internet,266140,CMC TELECOM LTDA,1754.57,7.26e-09
264479,Turbozone Internet,266207,Onitel Telecomunicacoes,1754.57,7.26e-09
264479,Turbozone Internet,267427,NETBITS BRASIL,1754.57,7.26e-09
264479,Turbozone Internet,268042,JETNET COMUNICACAO LTDA,1754.57,7.26e-09
264479,Turbozone Internet,268157,ELEVAR TELECOM LTDA,1754.57,7.26e-09
264479,Turbozone Internet,268162,Natural Solucoes Internet e Sistemas Ltda,1754.57,7.26e-09
264479,Turbozone Internet,268404,DIGITAL VIRTUAL LTDA - ME,1754.57,7.26e-09
264479,Turbozone Internet,268793,Restarty Tech Internet,1754.57,7.26e-09
264479,Turbozone Internet,268944,Martins & Martins Telecom LTDA ME,1754.57,7.26e-09
264479,Turbozone Internet,269396,UNIR TELECOM,1754.57,7.26e-09
264479,Turbozone Internet,272539,ENEVE TELECOMUNICACOES LTDA,1754.57,7.26e-09
264512,GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP,263237,PowerHost Telecom SPA,1754.57,7.26e-09
264948,KONECTIVA TELECOMUNICACOES LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
265197,sao miguel telecomunicacoes e informatica ltda - m,263237,PowerHost Telecom SPA,1754.57,7.26e-09
265365,GROUP SINTERCOM LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
265455,SKYNET TELECOM EIRELI,263237,PowerHost Telecom SPA,1754.57,7.26e-09
265950,HLP Mobile and Worldwide Tracking Ltda,264479,Turbozone Internet,1754.57,7.26e-09
266101,MARTINS.NET SERVICOS DE TELECOMUNICACOES LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266121,SUPER SONIC TELECOM LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266166,GLOBALNET SERVICOS E INFORMATICA LTDA-ME,273685,Teknetsp telecomunicacoes Eirelli,1754.57,7.26e-09
266198,NEW NET TELECOM LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266375,R. N. Informatica Ltda - ME,270667,Omega Tech Internet,1754.57,7.26e-09
266414,EXPRESS NETWORK-ME,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266428,R L A World Net LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266470,GSM BAHIA PROVEDOR DE INTERNET LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
266519,PROVERADIO TELECOM,268317,CSTELECOM SERVICOS LTDA,1754.57,7.26e-09
267163,IDEALNET FIBRA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
267289,SCON FIBRAS,263237,PowerHost Telecom SPA,1754.57,7.26e-09
267988,VLMAX TELECOM,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268134,Topetex Telecom LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268162,Natural Solucoes Internet e Sistemas Ltda,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268183,VENTURA TELECOMUNICACOES LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268485,Fibrativa Telecomunicacoes - Eireli - ME,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268560,FIBRA VIP,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268568,IMPLANTAR TELECOM SOCIEDADE LIMITADA,270584,Bhnet Telecomunicacoes,1754.57,7.26e-09
268729,Wnett Fibra,263237,PowerHost Telecom SPA,1754.57,7.26e-09
268866,JettCom Telecomunicacoes LTDA,24482,SGGS-AS-AP SG.GS,1754.57,7.26e-09
268924,MELOLINK INTERNET FIBRA OPTICA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
269151,SWAP TELECOM,263237,PowerHost Telecom SPA,1754.57,7.26e-09
269351,TADEU DONIZETI DE MIRANDA COMUNICACOES MULTIMIDIA,271253,LINK BRASIL TELECOMUNICACOES LTDA,1754.57,7.26e-09
269523,Life Connections,263237,PowerHost Telecom SPA,1754.57,7.26e-09
269656,RK Telecom Provedor Internet LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
270425,WaVe ConnecT,263237,PowerHost Telecom SPA,1754.57,7.26e-09
270735,COMPUTIZE NETWORK TELECOMUNICACOES LTDA,263237,PowerHost Telecom SPA,1754.57,7.26e-09
271253,LINK BRASIL TELECOMUNICACOES LTDA,269597,STALKER ENGENHARIA EIRELI,1754.57,7.26e-09
271253,LINK BRASIL TELECOMUNICACOES LTDA,272187,CCOP NET COMERCIO E SOLUCOES DE EQUIP DE REDE LTD,1754.57,7.26e-09
271508,OPIX SERVICOS DE TECNOLOGIA EIRELI,263237,PowerHost Telecom SPA,1754.57,7.26e-09
271599,CHOCONET TELECOM,263237,PowerHost Telecom SPA,1754.57,7.26e-09
272691,JBM TELECOM,263890,FUNDACAO OSWALDO ARANHA,1754.57,7.26e-09
273683,ALLREDE TELECOM LTDA,265029,GUTIERY E MARTINS LTDA,1754.57,7.26e-09
274607,GHT Telecom,263237,PowerHost Telecom SPA,1754.57,7.26e-09
29075,IELO IELO-LIAZO SERVICES SAS,26667,RUBICONPROJECT,1754.76,7.26e-09
37100,SEACOM-AS,31515,AS-INMARSAT Inmarsat Global Limited,1754.8,7.26e-09
53334,TUT-AS,25369,BANDWIDTH-AS Hydra Communications Ltd,1754.94,7.26e-09
8359,MTS MTS PJSC,7342,VERISIGN-AS,1755.15,7.26e-09
28917,"Fiord-AS Fiord Networks, UAB",57829,IVER IVER NORGE AS,1755.18,7.26e-09
200461,V6NODE-AS Ian David Klemm,202365,Chronos Omer GOLGELI,1755.66,7.26e-09
32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK,31034,ARUBA-ASN Aruba S.p.A.,1755.78,7.26e-09
19679,DROPBOX,12552,IPO-EU GlobalConnect AB,1756.4,7.26e-09
132337,ANSPL-AS-AP Axclusive,12876,AS12876 SCALEWAY S.A.S.,1756.44,7.27e-09
210937,Showfom Xiufeng Guo,209650,ZHIYUAN-AS Wu Zhiyuan,1756.55,7.27e-09
206499,MMNETWORKS Marek Ziolkowski,208814,SCHAEFERS Tilman Schaefers,1756.6,7.27e-09
213151,CHRISELSEN Christian Elsen,21040,DATAPARK Datapark AG,1756.7,7.27e-09
15623,CYBERLINK Cyberlink AG,47176,GASCOMCH GAS&COM AG,1756.8,7.27e-09
20634,TELECOM-LI Telecom Liechtenstein AG,25091,IP-Max IP-Max SA,1756.8,7.27e-09
41549,EWB-Cable-Network-AS Elektrizitaets- und Wasserwerk der Stadt Buchs SG,48362,TKSWF-AS Stadtwerke Feldkirch,1756.8,7.27e-09
42346,AS-TINEO NorthC Schweiz AG,1836,GREEN green.ch AG,1756.8,7.27e-09
42346,AS-TINEO NorthC Schweiz AG,56987,AS-ABACLOUDA ABACLOUDA SAS,1756.8,7.27e-09
42346,AS-TINEO NorthC Schweiz AG,58299,OPENFACTORY-AS Openfactory GmbH,1756.8,7.27e-09
47617,Wagner Wagner AG Informatik Dienstleistungen,34019,HIVANE Hivane Association,1756.8,7.27e-09
48362,TKSWF-AS Stadtwerke Feldkirch,29655,TRENKA Trenka Informatik AG,1756.8,7.27e-09
51786,VELDER-AS Patrick Velder,47176,GASCOMCH GAS&COM AG,1756.8,7.27e-09
58299,OPENFACTORY-AS Openfactory GmbH,47176,GASCOMCH GAS&COM AG,1756.8,7.27e-09
212865,NETCONNECT netconnect AG,15547,NETPLUS netplus.ch SA,1756.8,7.27e-09
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,48822,UNIVERSUMNET-AS Universum bit Ltd.,1757.0,7.27e-09
51200,DIDI-AS LLC Digital Dialogue-Nets,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,1757.24,7.27e-09
34422,LPGHC-AS LPG HC,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,1757.4,7.27e-09
37721,Virtual-Technologies-Solutions-SA,29152,DECKNET-AS Decknet SARL,1757.4,7.27e-09
48519,KNIPP-AMS-AS Knipp Medien und Kommunikation GmbH,14630,INVESCO,1757.4,7.27e-09
32590,VALVE-CORPORATION,48185,team_blue AMEN SAS,1757.6,7.27e-09
26277,SERVERPOINT,49544,i3Dnet i3D.net B.V,1758.6,7.27e-09
58057,SECUREBIT Securebit AG,24951,EVERYWARE-NET EveryWare AG,1758.64,7.27e-09
48185,team_blue AMEN SAS,48519,KNIPP-AMS-AS Knipp Medien und Kommunikation GmbH,1759.04,7.28e-09
41913,COMPUTERLINE Computerline GmbH,24961,MYLOC-AS WIIT AG,1759.4,7.28e-09
3170,VELOXSERV VeloxServ Communications Ltd,8674,NETNOD-IX Netnod AB,1759.8,7.28e-09
57695,"MISAKA Misaka Network, Inc.",41047,NL-MLAB Bart Vrancken trading as MLaB,1759.98,7.28e-09
24889,MONZOON-AS Monzoon Networks AG,58057,SECUREBIT Securebit AG,1760.22,7.28e-09
20915,HUNDRED-PERCENT-IT CYBERHIVE LTD,48362,TKSWF-AS Stadtwerke Feldkirch,1760.32,7.28e-09
50272,AVUR AVUR AS,58057,SECUREBIT Securebit AG,1760.4,7.28e-09
11260,EASTLINK-HSI,17639,CONVERGE-AS Converge ICT Solutions Inc.,1760.45,7.28e-09
1828,UNITAS,32881,SERVERNORTH,1760.78,7.28e-09
57393,VIVA-AS Viva LLC,33891,CORE-BACKBONE Core-Backbone GmbH,1760.82,7.28e-09
250,SACREDCHAO-AS AS250.net Foundation,34927,iFog-GmbH iFog GmbH,1760.88,7.28e-09
57695,"MISAKA Misaka Network, Inc.",50837,CLOUDSIGMA-AS CLOUDSIGMA AG,1761.43,7.29e-09
206499,MMNETWORKS Marek Ziolkowski,209650,ZHIYUAN-AS Wu Zhiyuan,1761.7,7.29e-09
13289,ASIWELT Krick Management GmbH trading as iWelt GmbH + Co. KG,12859,NL-BIT BIT BV,1762.26,7.29e-09
49915,MEGAPORT-GLOBAL-ACCESS Megaport (UK) Limited,41047,NL-MLAB Bart Vrancken trading as MLaB,1763.22,7.29e-09
200461,V6NODE-AS Ian David Klemm,212483,level86 LEVEL EIGHTY-SIX COMMUNICATIONS LTD,1763.64,7.29e-09
34019,HIVANE Hivane Association,61287,WLP-AS onway (Schweiz) AG,1764.0,7.30e-09
23344,DSS-EDGE,14630,INVESCO,1764.2,7.30e-09
24482,SGGS-AS-AP SG.GS,327813,Web4Africa,1764.78,7.30e-09
28917,"Fiord-AS Fiord Networks, UAB",48158,DIGITALONE-AS DigitalOne AG,1765.2,7.30e-09
6507,RIOT-NA1,6894,KDDI-EUROPE KDDI Europe Ltd,1765.26,7.30e-09
18106,VIEWQWEST-SG-AP Viewqwest Pte Ltd,26667,RUBICONPROJECT,1766.44,7.31e-09
61215,IIJ-EXLAYER-AS IIJ Europe Limited,39351,ESAB-AS 31173 Services AB,1766.64,7.31e-09
35598,INETCOM INETCOM CARRIER LLC,39493,RU-KSTV CJSC Kolomna-Sviaz TV,1767.08,7.31e-09
3215,AS3215 Orange S.A.,39694,I-CIF Credit Immobilier de France Developpement SA CIFM,1767.2,7.31e-09
12779,ITGATE IT.Gate S.p.A.,60427,SYSTEM-NET-AS System-Net Sas,1767.2,7.31e-09
15547,NETPLUS netplus.ch SA,207992,feelb FEELB SARL,1767.2,7.31e-09
15695,Expereo Expereo International BV,50628,Leonix-Telecom ALWAYS ON SAS,1767.2,7.31e-09
34019,HIVANE Hivane Association,60427,SYSTEM-NET-AS System-Net Sas,1767.2,7.31e-09
37721,Virtual-Technologies-Solutions-SA,24611,DCLUX-AS Datacenter Luxembourg S.A.,1767.2,7.31e-09
39801,FRANCE-IX-L3P France IX Services SASU,49923,gffnet Generale Frigorifique SAS,1767.2,7.31e-09
41044,GALAXYHUB-AS L'ile aux surfers s.a.r.l.,33891,CORE-BACKBONE Core-Backbone GmbH,1767.2,7.31e-09
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,35676,LA-POSTE La Poste S.A.,1767.2,7.31e-09
50124,EASIO-COM EASIO-COM SASU,49544,i3Dnet i3D.net B.V,1767.2,7.31e-09
50628,Leonix-Telecom ALWAYS ON SAS,21409,IKOULA Ikoula Net SAS,1767.2,7.31e-09
50628,Leonix-Telecom ALWAYS ON SAS,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,1767.2,7.31e-09
61205,INFOMIL Infomil S.A.S.,25091,IP-Max IP-Max SA,1767.2,7.31e-09
201376,AUVERNIX-AS Association AuvernIX,202663,VOGANET-AS VOGANET SARL,1767.2,7.31e-09
29152,DECKNET-AS Decknet SARL,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,1767.6,7.31e-09
55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,39572,ADVANCEDHOSTERS-AS DataWeb Global Group B.V.,1767.72,7.31e-09
19711,SWAZINET,213151,CHRISELSEN Christian Elsen,1767.75,7.31e-09
49544,i3Dnet i3D.net B.V,29081,WVNET-AT-AS WVNET Information und Kommunikation GmbH,1767.92,7.31e-09
29075,IELO IELO-LIAZO SERVICES SAS,57777,MASSAR Jeroen Massar,1768.42,7.31e-09
37721,Virtual-Technologies-Solutions-SA,44068,ARBITAL-AS Petersburg Internet Network ltd.,1769.44,7.32e-09
20915,HUNDRED-PERCENT-IT CYBERHIVE LTD,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,1769.52,7.32e-09
12453,KRAFTCOM-AS KraftCom Service GmbH,34288,AS34288 Kantonsschule Zug,1769.64,7.32e-09
12605,LIWEST-AT LIWEST Kabelmedien GmbH,60068,CDN77 Datacamp Limited,1769.7,7.32e-09
36236,NETACTUATE,48822,UNIVERSUMNET-AS Universum bit Ltd.,1769.92,7.32e-09
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",21277,Newroz-Telecom-ASN Allay Nawroz Telecom Company for Communication/Ltd.,1770.1,7.32e-09
31328,SCHNEIDER-AS SCHNEIDER ELECTRIC INDUSTRIES SAS,34549,MEER-AS meerfarbig GmbH & Co. KG,1770.48,7.32e-09
62713,AS-PUBMATIC,35598,INETCOM INETCOM CARRIER LLC,1770.6,7.32e-09
35320,ETT-AS Eurotranstelecom Ltd,2906,AS-SSI,1770.85,7.32e-09
35598,INETCOM INETCOM CARRIER LLC,51092,TVIPMEDIA TVIP Media LLC,1771.04,7.33e-09
137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,12748,IAV IAV GmbH Ingenieurgesellschaft Auto und Verkehr,1771.1,7.33e-09
39122,BLACKNIGHT-AS Blacknight Internet Solutions Limited,1248,HERE HERE Global BV,1771.76,7.33e-09
25773,RADWARE-CLOUD-SERVICES,49544,i3Dnet i3D.net B.V,1771.96,7.33e-09
35574,IGT-Lottery IGT LOTTERY S.P.A.,47692,NESSUS Nessus GmbH,1772.46,7.33e-09
13132,CYBERWAYS-AS cyberways Informationsdienste GmbH,12859,NL-BIT BIT BV,1772.82,7.33e-09
26415,VERISIGN-INC,61292,BLXGRP Blix Group AS,1773.12,7.33e-09
559,SWITCH SWITCH,56704,FARICE-AS Farice ehf,1773.17,7.33e-09
559,SWITCH SWITCH,63113,GLOBECORP-NETWORKS,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,6775,FINK-TELECOM-SERVICES Andreas Fink trading as Fink Telecom Services GmbH,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,8859,OSN OSN Online Service Nuernberg GmbH,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,9120,KEEPIT-DK-CPH Keepit A/S,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,15133,EDGECAST,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,25428,INFOCO-COLRUYT-AS Colruyt Group NV,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,39090,BRANDL Brandl Services GmbH,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,39409,SWG-MyRootPW Sebastian-Wilhelm Graf,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,41041,VCLK-EU-SE Conversant LLC,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,42567,MOJHOST-EU MOJOHOST B.V.,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,48972,BETTER-BE BetterBe B.V.,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,50295,TRIPLE-IT Triple IT BV,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,51942,EKMEDIA EK-Media B.V.,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,63113,GLOBECORP-NETWORKS,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,131958,"T-NET Tama Cable Network Co.,Ltd.",1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,198225,MDDSL-AS MDDSL - Mitteldeutsche Gesellschaft fuer Kommunikation mbH,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,207489,RDKIT RDK IT Solutions B.V.,1773.17,7.33e-09
1103,SURFNET-NL SURF B.V.,208976,FSITSYSTEME FS IT-Systeme GmbH,1773.17,7.33e-09
1126,VANCIS Vancis Advanced ICT Services,12859,NL-BIT BIT BV,1773.17,7.33e-09
1140,SIDN Stichting Internet Domeinregistratie Nederland,48972,BETTER-BE BetterBe B.V.,1773.17,7.33e-09
1140,SIDN Stichting Internet Domeinregistratie Nederland,60350,VP VENTE-PRIVEE.COM SA,1773.17,7.33e-09
1140,SIDN Stichting Internet Domeinregistratie Nederland,206735,Novelcomm-AS NOVELCOM E.E.,1773.17,7.33e-09
