AS1,AS2,Total_CO2
6648,6424,92156.52
18283,37468,92158.93
131284,149771,92163.95
262901,266282,92166.53
270340,267016,92166.53
62642,41047,92172.73
8501,2907,92173.2
43350,42541,92181.68
58057,10310,92188.5
30058,18106,92192.6
13030,34019,92194.08
20932,50340,92204.84
25220,50340,92204.84
50340,34288,92204.84
50340,42541,92204.84
29244,42398,92209.29
34224,42815,92209.29
34224,50506,92209.29
205132,12795,92209.29
205132,207691,92209.29
205132,210754,92209.29
42473,50902,92211.96
1828,55821,92212.68
2914,41041,92222.2
8473,7195,92229.52
12491,15547,92229.52
35710,34019,92229.52
47605,18106,92229.52
12963,50748,92235.6
15895,202362,92235.6
34700,29146,92235.6
42905,57242,92235.6
16276,199334,92244.48
1887,50355,92247.0
3257,35695,92247.0
35320,62146,92247.0
48464,42573,92247.0
50607,35585,92247.0
201054,197833,92247.0
15557,199677,92247.84
9534,8529,92266.9
10429,28628,92269.74
262476,262728,92269.74
262503,262663,92269.74
266195,263931,92269.74
28917,51273,92278.7
174,198781,92281.13
6855,2852,92290.78
29838,14630,92296.8
12637,30722,92297.13
12874,48423,92297.13
24817,42345,92297.13
36351,49709,92297.13
13768,53525,92299.68
39737,29075,92301.66
1299,210909,92310.12
35625,15704,92315.99
12400,30844,92325.08
8708,8976,92326.8
39737,44154,92326.8
24429,37468,92339.25
35598,49600,92367.0
3356,2818,92369.82
5089,8426,92369.82
8607,5089,92369.82
8943,6461,92369.82
39737,31742,92369.82
60068,56478,92369.82
327708,327756,92369.82
266129,268316,92372.95
267313,269541,92372.95
25369,50763,92379.69
3786,46002,92382.21
8462,6939,92384.4
12779,37282,92388.6
44735,34549,92394.8
14259,263688,92400.96
27901,54994,92400.96
263702,266801,92400.96
263702,271817,92400.96
263702,273834,92400.96
34288,18001,92401.28
273067,272830,92407.77
174,211675,92412.32
1299,26558,92419.2
15830,206804,92424.96
3212,41970,92425.9
31027,61397,92428.5
52468,28069,92431.74
3356,33630,92435.55
3356,40049,92435.55
3356,396291,92435.55
3605,7195,92435.55
4226,7195,92435.55
11537,10466,92435.55
22773,10411,92435.55
30600,15342,92435.55
36466,54004,92435.55
394176,14790,92435.55
1103,20940,92458.15
24785,31019,92458.15
24785,57146,92458.15
50340,39122,92458.15
50340,50300,92458.15
57724,51904,92460.84
3462,3614,92471.7
29467,47147,92473.44
31083,57122,92473.5
20804,2027,92474.24
52862,61822,92476.16
48919,56630,92480.68
12883,49544,92486.52
3303,33965,92488.2
3326,51874,92491.81
3326,52032,92491.81
12578,42620,92491.81
15895,13281,92491.81
15895,39644,92491.81
15895,41350,92491.81
15895,47513,92491.81
15895,48656,92491.81
12779,34019,92503.17
29076,29588,92503.84
3292,34482,92509.56
4455,50300,92515.78
14413,13443,92527.11
3216,41223,92535.2
12389,51641,92535.2
47440,59530,92535.2
60904,58095,92535.2
3214,8309,92548.36
15830,49200,92553.75
39737,35772,92572.35
39737,44271,92572.35
12301,18106,92573.66
29838,49605,92573.66
16735,52930,92579.37
22381,268679,92579.37
268331,268528,92579.37
174,211482,92584.66
49605,20773,92584.8
30058,34927,92592.06
41960,34019,92592.36
11172,265620,92602.53
5606,8529,92603.2
24429,25091,92604.8
13237,45352,92611.62
3356,49285,92614.6
14907,51088,92619.35
63199,34549,92641.36
32097,1239,92645.22
50629,47764,92646.48
137409,12741,92657.88
3257,42567,92665.56
10753,266878,92666.48
14259,267868,92666.48
16629,19196,92666.48
16629,26623,92666.48
16629,27677,92666.48
16629,52230,92666.48
16629,52248,92666.48
16629,52315,92666.48
16629,264839,92666.48
16629,266662,92666.48
16629,267926,92666.48
263702,265871,92666.48
263702,271993,92666.48
266803,273148,92666.48
63023,41327,92669.12
13786,61817,92679.3
39686,1764,92680.74
3303,42541,92681.06
262589,266958,92682.58
264120,264912,92682.58
265038,269146,92682.58
37119,34549,92684.25
29075,48817,92689.64
12400,13684,92711.46
38930,43861,92711.46
8283,5606,92720.32
35753,41047,92728.87
12779,13249,92729.12
37721,24785,92740.47
3326,41813,92748.02
3326,42054,92748.02
3326,50808,92748.02
3327,43017,92748.02
12687,29599,92748.02
12687,205656,92748.02
15626,42802,92748.02
15626,51387,92748.02
15895,31305,92748.02
35320,44742,92748.02
35320,52071,92748.02
43418,57703,92748.02
43418,59461,92748.02
57800,51995,92748.02
24482,48166,92748.85
24482,49033,92759.22
58945,38001,92765.64
147168,199524,92765.64
1273,213160,92770.62
1828,63023,92771.32
1031,52873,92785.79
28359,61677,92785.79
266167,268541,92785.79
39737,41327,92786.68
174,24633,92791.6
13237,203372,92791.6
45102,38001,92795.47
3786,38663,92796.48
12338,13195,92805.25
15704,207628,92805.25
174,20340,92811.42
49605,29075,92815.52
12297,25220,92817.16
16276,214637,92817.9
39737,29171,92817.9
39737,29324,92817.9
39737,41984,92817.9
39737,44120,92817.9
39737,57176,92817.9
39737,61179,92817.9
39737,62335,92817.9
50667,49990,92817.9
50667,50984,92817.9
174,401021,92819.1
209,8015,92819.1
3356,62799,92819.1
3356,395814,92819.1
13825,55210,92819.1
13830,14178,92819.1
15305,398806,92819.1
19366,401414,92819.1
21976,49544,92819.1
22645,49544,92819.1
22773,396034,92819.1
22995,37468,92819.1
24482,55039,92819.1
32097,14178,92819.1
33363,398847,92819.1
33891,32097,92819.1
37721,19009,92819.1
3214,58299,92827.82
10310,35266,92832.6
29614,328185,92836.3
30986,37468,92836.3
271253,14061,92846.44
3356,62377,92851.44
559,8262,92852.46
1887,25075,92861.98
12618,206758,92861.98
13119,199296,92861.98
196844,13119,92861.98
30844,327787,92863.28
37697,37678,92863.28
47692,20845,92872.56
51790,49618,92881.2
262589,11237,92885.0
16735,53107,92889.0
25160,12491,92892.08
20764,44030,92893.36
47964,57242,92894.97
25400,31264,92895.75
37497,61599,92905.03
1273,44194,92917.8
1299,48132,92917.8
12301,12859,92917.8
12491,12859,92917.8
12491,35710,92917.8
29838,31510,92917.8
35598,15598,92917.8
16164,36032,92919.6
16629,23416,92932.0
263702,263753,92932.0
263702,266731,92932.0
263702,267724,92932.0
263702,269925,92932.0
270102,266713,92932.0
37721,58212,92937.39
36351,15547,92955.54
47692,50867,92960.16
2856,53926,92962.35
29632,31019,92964.77
50673,60222,92964.77
200560,205637,92964.77
43727,1764,92968.92
47147,35492,92973.72
3301,41076,92976.0
3216,56879,92984.4
13094,50029,92984.4
20485,207353,92984.4
25227,47819,92984.4
49673,24955,92984.4
50928,51291,92984.4
7195,2906,92986.56
52444,24482,92992.21
10030,38001,92992.28
13046,197521,92997.84
30781,61047,92998.9
40788,54826,92998.92
13335,394256,93000.6
28792,41313,93002.49
44684,47426,93002.49
62167,37613,93002.49
12578,39230,93004.23
12963,196831,93004.23
31272,41724,93004.23
31272,59500,93004.23
34187,57962,93004.23
21413,34927,93006.48
174,57495,93026.01
136400,139651,93029.92
3491,58411,93046.5
20473,25369,93051.52
15943,60664,93058.62
39737,49674,93063.45
37721,39122,93066.33
21473,47147,93066.4
9902,1239,93087.76
17676,24572,93087.76
57724,57043,93092.82
36236,57463,93094.98
13786,263087,93095.42
16735,273381,93095.42
52444,23106,93095.42
5606,5713,93096.96
174,57365,93097.55
25820,37468,93115.8
174,203466,93131.12
19551,35360,93144.6
34224,41047,93154.6
3269,51940,93159.72
12874,211122,93159.72
11014,396253,93164.5
16735,16276,93176.49
3214,58057,93177.57
58299,35625,93178.95
37721,38880,93182.9
35753,14630,93186.34
14907,62904,93195.55
14840,273723,93198.63
269096,271497,93198.63
209,27455,93202.65
1239,19871,93202.65
3257,394479,93202.65
3356,54947,93202.65
3356,63364,93202.65
3356,400445,93202.65
6621,6057,93202.65
10796,14945,93202.65
11537,14048,93202.65
14140,35984,93202.65
14742,36116,93202.65
22773,36214,93202.65
22773,40716,93202.65
27552,397627,93202.65
33667,55278,93202.65
46887,40954,93202.65
48362,14537,93206.4
28394,17044,93206.67
9318,9944,93210.75
24482,31655,93213.38
39737,12969,93213.68
12637,35280,93218.08
48185,50340,93218.08
50340,24961,93218.08
50673,39114,93218.08
50673,45758,93218.08
50673,49157,93218.08
5511,2287,93219.8
55195,18106,93223.35
33353,51184,93238.42
52025,49544,93245.82
13030,206201,93256.8
3326,42620,93260.44
12578,209818,93260.44
39399,48665,93260.44
39399,50005,93260.44
39399,50211,93260.44
51903,50281,93260.44
199995,207506,93260.44
3320,8879,93261.94
13237,41514,93261.94
14840,15943,93261.94
29838,25220,93261.94
35710,60171,93261.94
56987,553,93261.94
1820,64410,93265.28
396998,211557,93266.13
53356,58057,93270.24
3399,51546,93275.28
12883,20764,93293.36
49127,47692,93297.9
263432,263932,93301.84
266003,267013,93301.84
24028,38001,93307.05
2200,2269,93308.16
34060,57992,93309.0
49800,50250,93337.88
1221,393226,93342.24
20904,48618,93347.0
31133,10310,93357.11
13335,35084,93358.52
15836,61077,93367.5
29119,42220,93389.85
20860,25369,93395.4
43139,42504,93396.6
14630,43350,93399.2
13194,1257,93400.38
4230,53159,93405.05
267613,270845,93405.05
268331,267637,93405.05
37271,32934,93421.02
34549,56478,93424.27
35753,48919,93433.08
12389,205576,93433.6
20764,49106,93433.6
29076,47211,93433.6
35598,47181,93433.6
41095,49106,93433.6
50427,50022,93433.6
15830,34177,93437.3
30988,37125,93444.4
3214,38182,93459.66
262589,274087,93460.85
13213,212374,93465.69
1103,45352,93471.39
1828,29314,93471.39
3333,50340,93471.39
15605,50340,93471.39
29140,50340,93471.39
50300,24961,93471.39
50340,1140,93471.39
50340,56987,93471.39
51873,50340,93471.39
29075,36994,93473.48
203620,199449,93476.96
24203,58480,93492.91
37721,49800,93499.04
132337,13213,93503.96
9049,3216,93507.31
23106,263903,93508.26
49981,37468,93512.96
1820,49747,93516.65
15497,31360,93516.65
34700,57545,93516.65
50263,39908,93516.65
265780,271990,93522.38
15290,14642,93523.35
1828,36692,93530.1
31287,49658,93530.34
31287,50302,93530.34
31287,61370,93530.34
31287,62323,93530.34
31287,64464,93530.34
34569,35448,93530.34
41313,56856,93530.34
15943,34927,93539.4
16086,39324,93563.75
2603,64050,93566.2
20473,327804,93572.16
20473,328206,93572.16
32323,62685,93584.7
174,20078,93586.2
174,23213,93586.2
174,64257,93586.2
209,393920,93586.2
1299,3676,93586.2
3257,40089,93586.2
11272,398837,93586.2
14586,32751,93586.2
16713,394256,93586.2
22652,1239,93586.2
22773,394191,93586.2
398013,24482,93586.2
15802,199938,93602.64
28198,24961,93606.08
29838,35360,93606.08
33891,59745,93606.08
50316,1836,93606.08
263903,267015,93611.47
42708,34244,93615.4
1299,41690,93620.2
9318,9866,93625.02
55685,58299,93638.63
20473,35838,93645.45
197477,215563,93651.6
48070,34549,93656.26
1299,13006,93657.08
58511,37100,93667.2
264685,269995,93685.95
1273,21439,93688.56
55685,41327,93690.3
2200,1945,93705.78
28202,24482,93714.68
262408,262911,93714.68
262532,269146,93714.68
265377,267632,93714.68
269194,265300,93714.68
24785,38915,93724.7
28008,48919,93724.7
30844,36914,93732.66
3214,398465,93754.49
1299,8554,93756.34
16223,216012,93772.86
150178,137030,93775.05
150774,139672,93775.05
31027,62313,93783.15
31287,34314,93794.55
34224,60590,93794.55
43205,39183,93794.55
35360,45352,93798.08
29140,18001,93810.96
269524,269183,93817.89
49800,44153,93826.56
1299,9208,93828.84
30844,50340,93848.64
19752,393994,93872.97
14630,24961,93881.88
3216,59416,93882.8
12695,42661,93882.8
12737,51838,93882.8
15886,60177,93882.8
24482,28890,93882.8
31500,47140,93882.8
47236,48354,93882.8
48347,47258,93882.8
199599,207055,93882.8
9304,9541,93883.44
51185,4761,93894.78
22652,36329,93902.1
3549,61834,93921.1
10429,21433,93921.1
52873,16509,93921.1
262493,273363,93921.1
268689,264930,93921.1
270724,271690,93921.1
60068,26141,93927.7
14630,61599,93939.26
196925,213241,93945.76
1299,199801,93950.22
3320,43407,93950.22
12843,49544,93950.22
18403,20764,93950.22
20932,28198,93950.22
25160,33922,93950.22
29838,42541,93950.22
36351,57777,93950.22
15695,34549,93954.28
48362,34177,93956.32
37721,34550,93966.57
174,23109,93969.75
174,54076,93969.75
174,399684,93969.75
1239,24516,93969.75
1299,62935,93969.75
3257,400110,93969.75
3356,396215,93969.75
14742,14136,93969.75
19844,21635,93969.75
30036,398336,93969.75
33657,17035,93969.75
62943,36813,93969.75
64213,19151,93969.75
61292,38001,93995.85
20485,44478,94012.34
12874,21451,94022.31
64445,60706,94022.31
16397,263461,94024.31
263482,265358,94024.31
264997,264942,94024.31
3326,35123,94029.07
3326,39223,94029.07
3326,41502,94029.07
3326,42138,94029.07
3326,43163,94029.07
3326,51734,94029.07
3326,57599,94029.07
3326,57787,94029.07
12593,57341,94029.07
12593,197373,94029.07
12593,201780,94029.07
15895,28750,94029.07
21096,29335,94029.07
21219,12706,94029.07
21219,21432,94029.07
21219,51475,94029.07
21219,56756,94029.07
21219,59646,94029.07
34058,60030,94029.07
35680,51743,94029.07
39468,39851,94029.07
41967,48892,94029.07
43633,56610,94029.07
9318,9861,94039.29
11664,27730,94044.9
18747,27907,94044.9
263774,266685,94044.9
34569,44203,94045.65
41151,13059,94045.65
41151,39930,94045.65
41151,42264,94045.65
20119,395097,94047.78
10010,17947,94052.4
17676,24295,94052.4
15557,34019,94056.2
31742,41313,94056.94
12779,58057,94065.18
12695,34288,94074.6
34309,21473,94090.04
12741,213144,94091.94
36236,52863,94095.04
3223,50300,94095.54
42541,45352,94096.8
12491,23106,94100.16
213151,14061,94102.54
14840,271211,94127.52
52613,28294,94127.52
62167,49981,94128.62
5713,1267,94130.69
48070,39737,94134.77
47605,57692,94141.75
49600,39351,94144.32
1031,8932,94149.0
29140,15895,94151.34
12849,203110,94165.16
8426,7713,94169.42
46475,14445,94178.63
134928,135682,94206.56
271253,267613,94214.88
24482,40028,94222.59
13786,262367,94230.73
17222,269632,94230.73
262468,269531,94230.73
263324,264570,94230.73
264170,267202,94230.73
264525,268949,94230.73
3257,35421,94231.32
12695,50673,94231.32
12703,34019,94231.32
50917,64487,94231.32
57866,28917,94231.32
61044,45040,94231.32
131429,131409,94232.0
44066,49544,94242.0
51375,64475,94243.41
62167,16552,94248.66
17639,58945,94261.86
1299,51621,94266.75
5413,8791,94267.83
12041,37239,94281.04
20473,327960,94281.04
24482,37239,94281.04
32653,37678,94281.04
12883,31062,94285.28
12963,208558,94285.28
13249,20660,94285.28
13249,197241,94285.28
35680,25456,94285.28
35680,39528,94285.28
35680,44351,94285.28
35680,48040,94285.28
35680,57682,94285.28
35680,59585,94285.28
38961,51694,94285.28
41009,41229,94285.28
43668,51824,94285.28
50673,49145,94285.28
174,8632,94289.52
12310,59400,94291.2
16276,61120,94291.2
12301,14630,94294.36
12301,21412,94294.36
12301,34177,94294.36
12301,57695,94294.36
12301,198385,94294.36
12301,199938,94294.36
28198,41047,94294.36
35598,33922,94294.36
47605,1764,94294.36
3302,49544,94309.84
58057,63473,94318.07
198385,15895,94319.63
57344,42100,94322.97
58807,39122,94326.32
37721,47626,94331.2
20473,12552,94331.28
3216,39864,94332.0
3216,57018,94332.0
12389,50248,94332.0
20485,56720,94332.0
24689,49544,94332.0
35539,50553,94332.0
50928,59591,94332.0
37721,45437,94332.32
15830,267024,94333.94
262517,263888,94333.94
263450,262486,94333.94
263966,270598,94333.94
266240,267475,94333.94
174,40695,94353.3
174,53981,94353.3
174,54743,94353.3
174,396896,94353.3
3356,36708,94353.3
3356,40917,94353.3
3356,395195,94353.3
11164,393689,94353.3
11745,394961,94353.3
13415,22632,94353.3
15085,49544,94353.3
15626,62000,94353.3
19366,46505,94353.3
29838,46130,94353.3
33287,13339,94353.3
46887,47084,94353.3
52025,19754,94353.3
54945,25980,94353.3
400640,400726,94353.3
29075,1680,94355.85
33765,37362,94383.86
2200,2202,94412.66
47957,37468,94415.72
25394,47147,94416.0
39351,49418,94417.92
12552,51132,94421.52
16735,53243,94437.15
262589,268264,94437.15
273309,265480,94437.15
30999,33891,94440.2
51375,13237,94447.08
50581,24961,94454.23
29140,24875,94456.49
28716,41047,94464.6
12400,48185,94465.8
63023,60068,94482.96
1103,18106,94484.63
20969,51097,94484.63
34779,25091,94484.63
43414,41327,94484.63
174,198507,94501.02
50673,3920,94510.74
23520,28086,94515.0
14259,27732,94525.12
20764,13002,94530.92
17676,38638,94534.72
12302,57815,94536.75
10429,266533,94540.36
14840,268177,94540.36
19551,22548,94540.36
19551,28624,94540.36
262494,268357,94540.36
266952,270892,94540.36
269656,266431,94540.36
3326,43656,94541.49
13249,56415,94541.49
41009,43744,94541.49
41600,48377,94541.49
54825,56987,94541.72
44600,59939,94542.24
174,203596,94545.2
2686,38001,94567.15
49600,24961,94570.36
12779,14907,94573.17
61071,34569,94587.18
35598,20326,94588.34
37100,34177,94597.2
9123,3214,94598.4
18747,52439,94605.9
14754,27929,94613.02
23520,27910,94613.02
263781,269923,94613.02
50629,50316,94625.1
1299,15925,94638.5
8374,8218,94638.5
8473,553,94638.5
12843,20849,94638.5
31510,25091,94638.5
17222,263547,94643.57
135047,152657,94646.68
174,201984,94651.9
55685,1764,94656.72
25160,47692,94678.95
48362,45437,94696.8
3212,41543,94702.4
12912,39599,94706.92
12912,197776,94706.92
20804,43244,94706.92
25220,24875,94706.92
34409,24482,94706.92
137409,198317,94706.92
50673,12883,94711.2
3356,397065,94713.0
1680,41394,94732.42
174,930,94736.85
174,3777,94736.85
3356,394558,94736.85
3356,397756,94736.85
3356,398863,94736.85
10912,33093,94736.85
13807,394176,94736.85
16399,40264,94736.85
24482,30041,94736.85
24482,32217,94736.85
27759,1239,94736.85
33657,63336,94736.85
46887,10747,94736.85
202766,12980,94736.85
20847,211465,94737.94
24785,39244,94737.94
24785,59685,94737.94
24785,61329,94737.94
34549,54994,94742.94
49127,50304,94743.87
49605,35625,94743.88
8560,3170,94744.5
13878,53057,94746.78
14840,264993,94746.78
23106,268633,94746.78
23252,400363,94747.02
37100,37013,94755.45
34854,3214,94756.76
39273,60051,94764.12
12779,39122,94764.46
31742,49544,94772.48
16019,197920,94773.94
272836,272848,94777.2
3216,58194,94781.2
12389,34642,94781.2
12389,43798,94781.2
12389,43909,94781.2
20485,207935,94781.2
25369,47775,94781.2
31133,50443,94781.2
44843,25091,94781.2
44999,47470,94781.2
50009,25091,94781.2
60042,49394,94781.2
14259,27735,94790.64
14259,262233,94790.64
33891,45430,94791.78
1820,206112,94797.7
12963,202756,94797.7
20473,328137,94799.64
13237,198301,94818.3
51088,1764,94819.08
132280,152102,94819.5
16276,51264,94821.12
13786,28667,94849.99
23764,52827,94849.99
264479,263237,94849.99
212477,213241,94866.72
1221,134994,94873.48
15557,41327,94876.41
3257,51580,94884.9
8855,6939,94884.9
12874,20981,94884.9
12874,60814,94884.9
23520,269964,94885.68
20485,47605,94889.04
37271,35625,94891.5
3300,35923,94898.08
174,59803,94900.5
7195,5378,94900.5
29075,16247,94900.5
31742,59605,94900.5
33891,48945,94900.5
12389,47531,94902.78
32098,35280,94916.7
141015,150309,94926.48
3212,43427,94930.05
3212,44823,94930.05
43462,56513,94930.05
29303,60527,94934.64
26615,28605,94953.2
262589,264516,94953.2
262643,266042,94953.2
25160,56270,94971.6
24961,56630,94973.0
41047,20773,94974.0
12301,41047,94982.64
12897,39380,94982.64
20764,33922,94982.64
25160,15598,94982.64
37721,11845,94989.92
6206,6057,94990.88
31019,24875,94991.25
1257,20940,94998.76
24482,56971,94999.42
23764,38158,95000.4
48314,12779,95000.48
57406,24785,95002.62
4455,8781,95004.0
24482,34700,95008.14
38182,45352,95008.14
15547,39440,95013.6
18734,28392,95026.68
3233,49544,95027.85
13287,25091,95037.06
137409,133372,95040.54
12963,209115,95053.91
15895,208038,95053.91
34204,39348,95053.91
41820,35800,95053.91
41820,41513,95053.91
41820,42641,95053.91
41820,48162,95053.91
43139,41467,95053.91
43139,52179,95053.91
43139,57076,95053.91
43139,57361,95053.91
43139,57442,95053.91
43139,59942,95053.91
14259,269967,95056.16
262444,269267,95056.41
263152,263009,95056.41
263966,269572,95056.41
12491,42473,95077.64
328842,328530,95100.6
328842,328752,95100.6
50989,30893,95102.1
19551,49434,95109.7
1299,39783,95109.75
25460,25585,95111.39
61231,25091,95111.39
8717,8672,95115.6
174,400829,95120.4
209,29759,95120.4
209,33255,95120.4
3356,393687,95120.4
3356,395218,95120.4
3754,293,95120.4
7922,6653,95120.4
13977,63243,95120.4
14325,394698,95120.4
14380,36791,95120.4
20080,263009,95120.4
20214,399241,95120.4
20326,17172,95120.4
22911,33482,95120.4
26375,26142,95120.4
32505,46177,95120.4
33491,25978,95120.4
61568,15626,95120.4
20932,1820,95124.64
55685,50763,95126.16
701,577,95132.91
29222,13237,95142.72
8903,8239,95143.65
14630,33763,95148.8
19551,52873,95159.62
262847,269195,95159.62
269783,265728,95164.08
12297,12859,95171.34
8560,6894,95171.95
12874,206988,95172.43
24940,47232,95187.8
29208,57496,95187.8
3356,8487,95187.83
41327,56987,95207.29
35280,42687,95207.9
265691,139341,95230.35
1299,31444,95230.4
3216,59495,95230.4
3327,41722,95230.4
6699,8775,95230.4
20485,50339,95230.4
20485,57296,95230.4
28775,29476,95230.4
31133,58187,95230.4
42861,59637,95230.4
199020,212456,95230.4
41327,16265,95237.45
3356,59519,95238.0
9145,6424,95242.58
8932,1140,95244.56
15830,28867,95244.56
15830,209048,95244.56
29063,25599,95244.56
29063,29519,95244.56
37721,50869,95244.56
39351,50340,95244.56
208258,199033,95244.56
208258,213985,95244.56
44592,24961,95254.11
52320,3462,95259.0
22381,270949,95262.83
50673,20940,95270.88
21949,53566,95271.45
39737,50940,95273.4
42831,13237,95286.4
55685,48919,95294.87
42708,1257,95306.4
62642,41327,95308.8
12963,34094,95310.12
41820,25482,95310.12
62206,31187,95310.12
61292,10310,95310.2
24482,47541,95313.8
14259,28044,95321.68
14259,52479,95321.68
14259,265644,95321.68
12912,15728,95321.9
196844,13065,95321.9
16247,41327,95322.28
8544,5398,95326.78
12301,37100,95326.78
18403,37100,95326.78
24940,34854,95326.78
51185,18001,95333.45
48237,41047,95356.0
34019,21859,95357.58
42708,39806,95357.6
49605,41313,95361.5
16735,266381,95366.04
265269,269054,95366.04
33891,55256,95379.36
48237,13237,95382.13
25454,57428,95383.68
39122,18106,95390.4
39737,34288,95394.72
3225,4637,95425.44
15935,16019,95440.8
19422,61442,95442.9
25394,29075,95443.65
20473,63363,95446.26
5511,8860,95448.08
48314,35280,95451.48
57695,10310,95453.64
20912,28716,95459.96
3327,8896,95464.94
2686,52320,95464.96
262611,268774,95469.25
262761,268184,95469.25
265061,271069,95469.25
266178,271140,95469.25
266931,268698,95469.25
41313,34288,95470.06
1103,36236,95497.87
12637,29314,95497.87
13237,395151,95497.87
20559,39390,95497.87
20847,56517,95497.87
20847,56599,95497.87
20847,210798,95497.87
53356,31064,95497.87
201290,208247,95497.87
4713,4723,95499.36
17683,23791,95499.36
174,35891,95503.95
2914,53708,95503.95
3356,40277,95503.95
3356,46654,95503.95
3356,393747,95503.95
3549,20,95503.95
10796,393896,95503.95
15164,400140,95503.95
15320,395871,95503.95
18678,58453,95503.95
19108,26289,95503.95
21777,16992,95503.95
22773,19571,95503.95
24482,23138,95503.95
29838,13830,95503.95
34927,23459,95503.95
35280,18678,95503.95
61568,1820,95503.95
12392,34019,95507.83
174,63473,95512.24
4637,2906,95529.32
8048,7965,95532.5
16247,37468,95533.17
34224,34019,95543.28
328842,328648,95553.46
12779,20676,95555.6
31500,28716,95555.79
50245,47182,95566.33
263185,272106,95567.01
271597,271441,95572.46
6233,9119,95577.6
20860,35266,95579.92
12297,20932,95580.99
13030,56655,95584.44
198967,12779,95585.88
262197,263779,95586.17
11340,264724,95587.2
14259,15208,95587.2
14259,27888,95587.2
14259,27904,95587.2
14259,52310,95587.2
14259,52315,95587.2
14259,52452,95587.2
25512,56717,95601.66
3356,48345,95604.46
174,207540,95608.24
28917,12969,95609.85
28682,35186,95613.0
58065,1239,95616.4
213151,20773,95619.26
2018,34177,95625.2
17639,14593,95637.6
40028,52676,95638.88
33891,37282,95643.97
34224,42191,95644.02
45899,63743,95645.48
50629,20326,95653.44
266849,263758,95654.02
3303,33922,95670.92
13237,197915,95670.92
20773,21412,95670.92
28198,34288,95670.92
33353,35710,95670.92
51184,12843,95670.92
51375,57777,95670.92
3216,47354,95679.6
3216,50523,95679.6
12389,34777,95679.6
12389,209698,95679.6
20764,48515,95679.6
25159,57268,95679.6
29076,25511,95679.6
57344,3741,95683.5
3786,9978,95696.37
198385,18403,95696.39
30999,327960,95698.8
3214,2906,95702.31
59514,49544,95706.15
35598,45474,95714.08
58511,1764,95725.98
13009,15324,95730.36
216078,213725,95741.2
15830,266849,95743.0
5398,1764,95743.44
174,39175,95744.06
33891,16247,95744.06
12874,15660,95747.49
12874,16052,95747.49
12874,21006,95747.49
12874,34759,95747.49
12874,35114,95747.49
12874,43954,95747.49
12874,57039,95747.49
12874,57343,95747.49
12874,200156,95747.49
12874,201095,95747.49
12874,207453,95747.49
20912,30722,95747.49
5466,60068,95747.78
16097,49544,95749.7
196925,14630,95749.88
1103,29314,95751.18
15830,205915,95751.18
15830,207523,95751.18
15830,209330,95751.18
35332,31433,95751.18
38930,16281,95751.18
3758,9419,95758.08
12310,62101,95764.5
1828,45474,95765.75
2519,59126,95766.45
3216,36994,95766.66
24482,28329,95776.48
262589,262881,95778.88
263616,270307,95778.88
265393,271484,95778.88
265892,270591,95778.88
49800,34492,95781.28
49800,48861,95781.28
49800,57491,95781.28
49800,57849,95781.28
57406,1820,95792.2
37680,12041,95795.4
56704,48685,95800.95
35598,61400,95804.46
39326,13030,95805.5
31117,57248,95814.57
58952,30081,95817.4
12998,38931,95822.54
28761,50140,95822.54
44600,44122,95822.54
44600,44390,95822.54
206791,210394,95822.54
21575,272059,95830.28
263185,272979,95830.28
41313,42541,95837.48
59790,24482,95839.8
135069,152180,95847.78
174,397964,95849.0
14259,14708,95852.72
52142,14328,95857.92
8529,9038,95857.98
140631,138668,95865.56
14907,32934,95866.25
12400,19239,95866.94
262588,268831,95882.09
266166,271064,95882.09
25160,12695,95884.25
174,33614,95887.5
174,394997,95887.5
237,293,95887.5
3356,394850,95887.5
10578,13326,95887.5
10796,53943,95887.5
10796,62951,95887.5
13837,396835,95887.5
20055,398977,95887.5
20115,14043,95887.5
20454,22103,95887.5
23005,62562,95887.5
26554,26950,95887.5
46887,15053,95887.5
45296,35280,95891.4
20485,13213,95892.3
50020,31460,95908.23
50020,57622,95908.23
25160,50056,95922.88
33891,32934,95929.68
1299,48659,95936.88
12912,42118,95936.88
12912,42445,95936.88
12912,49141,95936.88
12912,196666,95936.88
12912,197599,95936.88
12912,213131,95936.88
29314,12464,95936.88
42739,39816,95936.88
51619,44732,95936.88
1299,41009,95948.1
174,38966,95954.95
20473,214564,95961.98
137267,147051,95967.89
51185,53180,95968.8
9723,7575,95976.66
9723,8888,95976.66
11432,267124,95985.3
17222,53083,95985.3
265320,265408,95985.3
12703,35280,95994.75
174,28432,95996.34
1103,1147,96004.49
32787,42050,96004.49
33915,29263,96004.49
34019,50300,96004.49
12310,42026,96010.05
3320,9022,96015.06
3356,43354,96015.06
3356,62310,96015.06
12301,24961,96015.06
15694,199938,96015.06
45474,1836,96015.06
49808,25091,96015.06
51375,31510,96015.06
62255,21453,96015.06
199995,1836,96015.06
6568,7195,96016.86
10299,266747,96028.8
36351,39122,96028.8
262191,264782,96028.8
12874,51502,96035.02
211358,215828,96037.2
25160,50629,96042.24
15695,33820,96042.66
8283,4775,96047.28
263703,273870,96049.92
20473,34288,96051.0
6204,62390,96052.24
2914,39905,96059.96
138997,1239,96077.34
132040,133729,96088.0
11432,268385,96088.51
263327,268329,96088.51
274614,266386,96088.51
38182,13030,96089.4
36351,16347,96095.56
56300,21033,96096.84
