AS1,AS2,Total_CO2
53243,24482,1238.52
53243,28634,1238.52
60503,28125,1238.52
60503,53156,1238.52
61650,42473,1238.52
61748,22548,1238.52
61748,28624,1238.52
61748,42473,1238.52
61748,52873,1238.52
61784,28634,1238.52
61871,42473,1238.52
61871,52863,1238.52
61873,23106,1238.52
61873,24482,1238.52
61918,28634,1238.52
61941,23106,1238.52
61941,24482,1238.52
63199,28634,1238.52
199524,262433,1238.52
199524,262434,1238.52
199524,262770,1238.52
199524,262779,1238.52
199524,263265,1238.52
199524,263387,1238.52
199524,263443,1238.52
199524,263656,1238.52
199524,264135,1238.52
199524,264200,1238.52
199524,264248,1238.52
199524,265029,1238.52
199524,265257,1238.52
199524,265354,1238.52
199524,265390,1238.52
199524,266651,1238.52
199524,267279,1238.52
199524,267458,1238.52
199524,267620,1238.52
199524,268024,1238.52
199524,268243,1238.52
199524,268372,1238.52
199524,268485,1238.52
199524,269286,1238.52
199524,269572,1238.52
199524,269597,1238.52
199524,270905,1238.52
199524,271205,1238.52
199524,271553,1238.52
199524,273517,1238.52
262287,266986,1238.52
262288,263237,1238.52
262433,263237,1238.52
262435,23106,1238.52
262454,271253,1238.52
262499,23106,1238.52
262499,24482,1238.52
262503,267937,1238.52
262507,23106,1238.52
262507,24482,1238.52
262512,271253,1238.52
262539,271253,1238.52
262557,23106,1238.52
262690,23106,1238.52
262690,24482,1238.52
262828,23106,1238.52
262873,267485,1238.52
262908,23106,1238.52
263096,263237,1238.52
263152,12684,1238.52
263152,16921,1238.52
263152,262433,1238.52
263152,262434,1238.52
263152,262478,1238.52
263152,262706,1238.52
263152,262972,1238.52
263152,263265,1238.52
263152,263266,1238.52
263152,263387,1238.52
263152,263433,1238.52
263152,263443,1238.52
263152,263470,1238.52
263152,263596,1238.52
263152,264135,1238.52
263152,264200,1238.52
263152,264255,1238.52
263152,264552,1238.52
263152,265029,1238.52
263152,265188,1238.52
263152,265257,1238.52
263152,265272,1238.52
263152,265354,1238.52
263152,265390,1238.52
263152,266260,1238.52
263152,266592,1238.52
263152,266602,1238.52
263152,266651,1238.52
263152,267279,1238.52
263152,267289,1238.52
263152,267620,1238.52
263152,267621,1238.52
263152,267637,1238.52
263152,268199,1238.52
263152,268243,1238.52
263152,268372,1238.52
263152,268560,1238.52
263152,268892,1238.52
263152,269286,1238.52
263152,269475,1238.52
263152,269674,1238.52
263152,270888,1238.52
263152,270905,1238.52
263152,271205,1238.52
263152,271553,1238.52
263152,273461,1238.52
263237,268214,1238.52
263237,272757,1238.52
263278,23106,1238.52
263278,24482,1238.52
263305,23106,1238.52
263311,263237,1238.52
263336,263237,1238.52
263377,23106,1238.52
263377,263237,1238.52
263387,22548,1238.52
263433,22548,1238.52
263433,264479,1238.52
263481,23106,1238.52
263481,24482,1238.52
263481,271253,1238.52
263528,263237,1238.52
263532,271253,1238.52
263548,271253,1238.52
263582,23106,1238.52
263582,24482,1238.52
263596,22548,1238.52
263596,264479,1238.52
263648,23106,1238.52
263928,23106,1238.52
263929,263237,1238.52
263979,23106,1238.52
263979,24482,1238.52
264023,271253,1238.52
264071,263237,1238.52
264075,263237,1238.52
264133,23106,1238.52
264135,22548,1238.52
264135,264479,1238.52
264135,271253,1238.52
264138,22548,1238.52
264204,23106,1238.52
264227,23106,1238.52
264342,23106,1238.52
264342,24482,1238.52
264425,23106,1238.52
264425,24482,1238.52
264479,262433,1238.52
264479,262434,1238.52
264479,262478,1238.52
264479,262799,1238.52
264479,263265,1238.52
264479,263266,1238.52
264479,263363,1238.52
264479,264013,1238.52
264479,264552,1238.52
264479,264580,1238.52
264479,264584,1238.52
264479,264906,1238.52
264479,264969,1238.52
264479,265188,1238.52
264479,265257,1238.52
264479,265272,1238.52
264479,265390,1238.52
264479,265892,1238.52
264479,265969,1238.52
264479,266080,1238.52
264479,266260,1238.52
264479,266348,1238.52
264479,266388,1238.52
264479,266438,1238.52
264479,266476,1238.52
264479,266602,1238.52
264479,266651,1238.52
264479,267279,1238.52
264479,267289,1238.52
264479,267620,1238.52
264479,267637,1238.52
264479,268243,1238.52
264479,268372,1238.52
264479,268576,1238.52
264479,268848,1238.52
264479,269286,1238.52
264479,269338,1238.52
264479,269597,1238.52
264479,269674,1238.52
264479,270441,1238.52
264479,270499,1238.52
264479,270905,1238.52
264479,271205,1238.52
264479,271309,1238.52
264479,271600,1238.52
264512,271253,1238.52
264913,23106,1238.52
264948,271253,1238.52
264949,263237,1238.52
264969,262805,1238.52
264983,23106,1238.52
265017,24482,1238.52
265113,271253,1238.52
265117,23106,1238.52
265117,24482,1238.52
265169,23106,1238.52
265178,23106,1238.52
265244,23106,1238.52
265244,24482,1238.52
265272,23106,1238.52
265317,271253,1238.52
265354,22548,1238.52
265354,264479,1238.52
265375,23106,1238.52
265398,23106,1238.52
265923,23106,1238.52
265923,24482,1238.52
265928,24482,1238.52
265952,263237,1238.52
265953,22548,1238.52
265979,23106,1238.52
266124,23106,1238.52
266124,24482,1238.52
266124,271253,1238.52
266341,23106,1238.52
266423,263237,1238.52
266430,271253,1238.52
266476,23106,1238.52
266477,271253,1238.52
266546,24482,1238.52
266568,23106,1238.52
266591,271253,1238.52
266915,264479,1238.52
266923,263237,1238.52
266961,23106,1238.52
267011,23106,1238.52
267083,24482,1238.52
267088,23106,1238.52
267088,24482,1238.52
267117,23106,1238.52
267186,23106,1238.52
267191,23106,1238.52
267288,23106,1238.52
267288,24482,1238.52
267294,263237,1238.52
267439,24482,1238.52
267450,23106,1238.52
267462,23106,1238.52
267466,263237,1238.52
267536,263237,1238.52
267654,263237,1238.52
267993,23106,1238.52
267994,23106,1238.52
268006,23106,1238.52
268024,22548,1238.52
268024,264479,1238.52
268037,23106,1238.52
268072,263237,1238.52
268080,263237,1238.52
268145,263237,1238.52
268190,263237,1238.52
268197,23106,1238.52
268197,24482,1238.52
268221,23106,1238.52
268221,24482,1238.52
268222,23106,1238.52
268222,24482,1238.52
268231,23106,1238.52
268231,24482,1238.52
268243,271253,1238.52
268246,268092,1238.52
268311,263237,1238.52
268330,22548,1238.52
268330,263237,1238.52
268330,264479,1238.52
268350,263237,1238.52
268357,263237,1238.52
268374,23106,1238.52
268375,263237,1238.52
268385,263237,1238.52
268402,271253,1238.52
268459,263237,1238.52
268518,263237,1238.52
268560,22548,1238.52
268560,199524,1238.52
268560,264479,1238.52
268574,23106,1238.52
268607,23106,1238.52
268637,263237,1238.52
268665,263237,1238.52
268668,24482,1238.52
268818,263237,1238.52
268843,23106,1238.52
268874,271253,1238.52
268907,263237,1238.52
269035,23106,1238.52
269036,24482,1238.52
269039,23106,1238.52
269039,24482,1238.52
269046,23106,1238.52
269046,24482,1238.52
269068,23106,1238.52
269090,23106,1238.52
269122,23106,1238.52
269153,24482,1238.52
269171,23106,1238.52
269254,263237,1238.52
269298,23106,1238.52
269298,24482,1238.52
269299,23106,1238.52
269351,22548,1238.52
269360,23106,1238.52
269360,263237,1238.52
269372,23106,1238.52
269372,24482,1238.52
269467,23106,1238.52
269500,23106,1238.52
269500,24482,1238.52
269524,23106,1238.52
269634,271253,1238.52
269658,23106,1238.52
269667,23106,1238.52
269705,263237,1238.52
270333,23106,1238.52
270374,22356,1238.52
270382,23106,1238.52
270382,24482,1238.52
270393,23106,1238.52
270438,23106,1238.52
270438,24482,1238.52
270458,23106,1238.52
270458,24482,1238.52
270553,23106,1238.52
270553,24482,1238.52
270630,263237,1238.52
270675,22356,1238.52
270782,23106,1238.52
270782,24482,1238.52
270796,271253,1238.52
270810,263237,1238.52
270863,23106,1238.52
270888,22548,1238.52
270888,264479,1238.52
270888,271253,1238.52
270905,22356,1238.52
270905,22548,1238.52
270922,23106,1238.52
270943,271253,1238.52
271018,23106,1238.52
271069,263237,1238.52
271253,11844,1238.52
271253,214657,1238.52
271253,262385,1238.52
271253,262409,1238.52
271253,262434,1238.52
271253,262585,1238.52
271253,262593,1238.52
271253,262620,1238.52
271253,262644,1238.52
271253,263165,1238.52
271253,263328,1238.52
271253,263377,1238.52
271253,263516,1238.52
271253,263897,1238.52
271253,264017,1238.52
271253,264285,1238.52
271253,265091,1238.52
271253,265257,1238.52
271253,265272,1238.52
271253,265281,1238.52
271253,266198,1238.52
271253,266476,1238.52
271253,266602,1238.52
271253,267279,1238.52
271253,267429,1238.52
271253,267467,1238.52
271253,267637,1238.52
271253,268013,1238.52
271253,268134,1238.52
271253,268162,1238.52
271253,268485,1238.52
271253,268487,1238.52
271253,268671,1238.52
271253,269038,1238.52
271253,269075,1238.52
271253,269089,1238.52
271253,269243,1238.52
271253,269286,1238.52
271253,269359,1238.52
271253,269360,1238.52
271253,269417,1238.52
271253,269574,1238.52
271253,270669,1238.52
271253,270674,1238.52
271253,270804,1238.52
271253,271325,1238.52
271253,271340,1238.52
271253,271533,1238.52
271253,272447,1238.52
271253,272757,1238.52
271253,273461,1238.52
271287,23106,1238.52
271328,271253,1238.52
271369,23106,1238.52
271369,24482,1238.52
271380,263237,1238.52
271388,24482,1238.52
271409,24482,1238.52
271432,263237,1238.52
271459,23106,1238.52
271479,23106,1238.52
271488,23106,1238.52
271538,23106,1238.52
271538,24482,1238.52
271544,23106,1238.52
271553,22548,1238.52
271553,264479,1238.52
271557,23106,1238.52
271560,263237,1238.52
271575,23106,1238.52
271575,24482,1238.52
271590,23106,1238.52
271595,23106,1238.52
271595,24482,1238.52
271694,271253,1238.52
272021,23106,1238.52
272021,24482,1238.52
272505,23106,1238.52
272713,264528,1238.52
273380,23106,1238.52
273380,24482,1238.52
273380,263237,1238.52
273380,271253,1238.52
273548,23106,1238.52
273706,22548,1238.52
273706,199524,1238.52
273706,263152,1238.52
273706,264479,1238.52
273714,23106,1238.52
20904,12552,1238.55
3215,39552,1238.9
30844,12876,1239.03
9120,8298,1239.42
28917,41802,1239.57
137409,131642,1239.62
59613,41047,1239.84
57653,1267,1240.35
4637,260,1240.5
14907,202425,1240.72
37721,50471,1241.34
20253,29075,1241.46
12508,29504,1241.58
13194,34820,1241.58
13194,42306,1241.58
13194,51744,1241.58
13194,59970,1241.58
13194,197307,1241.58
13194,198346,1241.58
13194,212974,1241.58
15943,44002,1241.58
15943,60606,1241.58
15943,212974,1241.58
16019,31461,1241.58
20253,29504,1241.58
20562,12508,1241.58
20562,44430,1241.58
20562,44712,1241.58
20562,47493,1241.58
20562,49013,1241.58
20562,56349,1241.58
20562,57279,1241.58
20562,206703,1241.58
20562,209531,1241.58
29504,39817,1241.58
29504,43653,1241.58
29504,52092,1241.58
29504,61296,1241.58
30929,29504,1241.58
31349,29504,1241.58
31349,40994,1241.58
34820,15943,1241.58
35369,59970,1241.58
37721,29504,1241.58
39790,29504,1241.58
39790,40994,1241.58
40994,39817,1241.58
40994,47868,1241.58
40994,52092,1241.58
41779,20562,1241.58
41779,60068,1241.58
44065,1764,1241.58
44065,29504,1241.58
44065,60068,1241.58
44712,29504,1241.58
44712,40994,1241.58
47200,21430,1241.58
47200,43653,1241.58
47868,29504,1241.58
49206,29504,1241.58
50695,29504,1241.58
50695,40994,1241.58
50953,33891,1241.58
56456,60068,1241.58
57007,60068,1241.58
57279,60068,1241.58
207153,1764,1241.58
212974,1764,1241.58
35369,54113,1241.9
11260,14630,1242.05
44034,35280,1242.36
48362,62363,1242.88
49463,39351,1243.44
20485,48635,1243.8
35280,31216,1244.22
139057,150748,1244.22
20278,20764,1244.4
29222,42346,1244.4
31424,59890,1244.4
31736,21232,1244.4
31736,59414,1244.4
39801,29222,1244.4
59891,12307,1244.4
59891,59414,1244.4
61423,12307,1244.4
61423,21232,1244.4
61423,59414,1244.4
47973,13237,1244.45
46844,13237,1244.7
57406,20969,1244.96
50629,50952,1245.04
1828,29104,1245.3
32590,57695,1245.32
46844,12969,1246.25
5377,9304,1246.92
137409,10075,1246.94
1828,34863,1246.98
40934,22652,1247.25
20969,50763,1247.45
61568,32590,1247.94
20969,42541,1248.4
16218,49544,1248.6
29075,45102,1249.12
199524,199790,1249.2
60345,57695,1249.48
41564,37497,1249.9
198385,203724,1250.1
42201,49544,1250.28
3856,47147,1250.32
14630,17088,1250.32
50414,24961,1250.4
14259,40703,1250.92
24889,49544,1251.04
132337,207063,1251.12
199524,215296,1251.15
199483,1267,1251.48
12779,50812,1251.54
34177,12678,1252.16
49434,34863,1252.86
12605,40994,1253.1
62014,49544,1253.24
17639,328112,1253.4
8359,1653,1253.7
13194,13189,1253.7
28917,2874,1253.7
28917,39392,1253.7
51184,53766,1253.8
16265,61955,1254.32
40994,12905,1254.37
48292,58299,1254.4
30986,20260,1254.63
52320,28213,1254.78
202053,12969,1254.85
198016,199524,1255.04
199524,211041,1255.5
43727,24429,1255.77
35661,1764,1255.92
1828,200478,1256.07
396986,208972,1256.28
29222,62044,1256.85
48519,16347,1256.99
57777,44854,1257.23
8966,4764,1257.27
47973,12969,1257.85
37497,50522,1258.0
54811,16115,1258.14
24691,34177,1258.18
22724,61468,1258.2
2613,35625,1258.29
39444,25091,1258.32
17088,34927,1259.16
137409,13170,1259.18
54309,14630,1259.2
53589,29075,1259.47
44219,2027,1259.6
207063,213241,1259.76
22652,32881,1260.21
44854,34927,1260.24
200249,212483,1260.28
35598,49915,1260.56
31726,50304,1260.75
46844,34177,1260.85
12759,51088,1261.5
58299,25509,1261.72
3216,47973,1262.2
4601,49544,1262.82
197131,13194,1263.76
52025,53334,1264.0
1764,34772,1264.01
140984,112,1264.04
14907,211316,1264.08
61568,54825,1264.08
3399,34655,1264.38
8298,6507,1264.8
56864,28917,1264.8
211037,212483,1264.92
137409,197133,1264.95
51265,37468,1265.1
51185,64114,1265.28
174,203354,1265.34
1267,15766,1265.34
1267,198895,1265.34
1267,205771,1265.34
1828,50023,1265.34
1828,56990,1265.34
1828,198895,1265.34
1828,201714,1265.34
1828,203416,1265.34
1828,211597,1265.34
2603,5463,1265.34
2603,29017,1265.34
2603,31708,1265.34
2603,42010,1265.34
2603,64415,1265.34
2818,5405,1265.34
2818,6233,1265.34
2818,9304,1265.34
2818,34288,1265.34
2818,42473,1265.34
2818,50304,1265.34
3170,34979,1265.34
3170,39356,1265.34
3170,56990,1265.34
3170,59778,1265.34
3170,59953,1265.34
3170,60255,1265.34
3213,50304,1265.34
3214,59439,1265.34
3214,61012,1265.34
3216,6717,1265.34
3216,39208,1265.34
3216,51553,1265.34
3216,60868,1265.34
3216,61124,1265.34
3257,62021,1265.34
3741,61124,1265.34
4455,62417,1265.34
4455,64415,1265.34
5405,56990,1265.34
5467,8764,1265.34
5564,6424,1265.34
5564,9044,1265.34
5713,60255,1265.34
6424,8330,1265.34
6717,1828,1265.34
6717,6424,1265.34
6717,7575,1265.34
6717,8896,1265.34
6717,9044,1265.34
8607,5631,1265.34
8838,9009,1265.34
8902,3170,1265.34
8902,5405,1265.34
8902,6233,1265.34
8902,8896,1265.34
8943,8282,1265.34
12399,28792,1265.34
12496,13237,1265.34
12496,20764,1265.34
12552,29446,1265.34
12552,42010,1265.34
12552,205479,1265.34
12759,31742,1265.34
12775,35266,1265.34
12775,39122,1265.34
12775,50300,1265.34
12969,61124,1265.34
13237,61124,1265.34
13237,201714,1265.34
14630,198895,1265.34
14630,203416,1265.34
14630,211597,1265.34
15412,59395,1265.34
15654,20764,1265.34
15654,34927,1265.34
15766,16265,1265.34
15802,37678,1265.34
15802,61124,1265.34
16265,49823,1265.34
16353,33891,1265.34
17639,198895,1265.34
17639,203416,1265.34
18106,60255,1265.34
18106,198895,1265.34
20562,15766,1265.34
20562,39208,1265.34
20562,47480,1265.34
20562,59778,1265.34
20562,208636,1265.34
20562,210627,1265.34
20562,211597,1265.34
20596,37468,1265.34
20681,20764,1265.34
20764,51823,1265.34
20764,215915,1265.34
22697,28792,1265.34
25152,15692,1265.34
25160,29006,1265.34
25160,29009,1265.34
25160,35071,1265.34
25160,39208,1265.34
25160,41379,1265.34
25160,50078,1265.34
25160,51553,1265.34
25160,57907,1265.34
25160,60377,1265.34
25160,60868,1265.34
25160,62417,1265.34
25160,64415,1265.34
25376,31122,1265.34
28792,25098,1265.34
28792,59605,1265.34
28792,59778,1265.34
28792,61124,1265.34
29006,20764,1265.34
29006,49544,1265.34
29009,41327,1265.34
29009,49544,1265.34
29017,13237,1265.34
29075,15654,1265.34
29075,20596,1265.34
29075,57907,1265.34
29075,58007,1265.34
30844,35575,1265.34
31122,43256,1265.34
31122,51043,1265.34
31631,12552,1265.34
31631,50304,1265.34
31708,12552,1265.34
31727,50304,1265.34
31742,12775,1265.34
31742,34979,1265.34
31742,59778,1265.34
31742,59953,1265.34
31742,60255,1265.34
33891,29452,1265.34
34177,29017,1265.34
34177,60255,1265.34
34177,61124,1265.34
34270,20764,1265.34
34270,29075,1265.34
34270,34927,1265.34
34270,37468,1265.34
34746,3214,1265.34
34927,62227,1265.34
34979,35266,1265.34
35551,41327,1265.34
35598,29009,1265.34
35598,35071,1265.34
35598,39208,1265.34
35598,41379,1265.34
35598,42044,1265.34
35598,42344,1265.34
35598,47704,1265.34
35598,51553,1265.34
35598,58188,1265.34
35598,59110,1265.34
35598,59933,1265.34
35598,60868,1265.34
35598,62416,1265.34
35826,15412,1265.34
35826,16265,1265.34
35834,34549,1265.34
37100,60255,1265.34
37497,13208,1265.34
37497,41379,1265.34
37497,59110,1265.34
37497,62417,1265.34
37721,29009,1265.34
37721,39208,1265.34
37721,41379,1265.34
37721,44332,1265.34
37721,50078,1265.34
37721,51553,1265.34
37721,62417,1265.34
38719,20764,1265.34
38719,37497,1265.34
39122,34979,1265.34
39122,59953,1265.34
39122,60255,1265.34
39202,35280,1265.34
39202,41327,1265.34
39208,37497,1265.34
39208,39351,1265.34
39208,49544,1265.34
39351,41379,1265.34
39351,42344,1265.34
39351,51553,1265.34
39351,59110,1265.34
39351,59933,1265.34
39351,60868,1265.34
39351,62417,1265.34
39356,31742,1265.34
41327,20596,1265.34
41327,57811,1265.34
41379,49544,1265.34
41400,34927,1265.34
41400,49544,1265.34
42010,25369,1265.34
42044,39351,1265.34
42228,20764,1265.34
42455,31742,1265.34
43256,37100,1265.34
43256,39351,1265.34
44332,49544,1265.34
44332,62167,1265.34
44965,37497,1265.34
44965,39351,1265.34
44965,62167,1265.34
45014,12552,1265.34
45014,50304,1265.34
47480,1267,1265.34
47480,3741,1265.34
47480,12969,1265.34
47480,13237,1265.34
47480,14630,1265.34
47480,17639,1265.34
47480,34177,1265.34
