as1,as2,count
207866,42541,3
1140,207866,3
207866,8218,22
207866,212483,6
199524,207866,3
14907,207866,3
205769,8283,2
214708,39801,12
1273,47674,14
199717,2914,168
13030,40934,42
198477,202042,134
199081,206735,139
41047,50311,2
212483,50311,4
214618,41047,2
212483,214618,4
41047,50520,2
212483,50520,4
3257,33323,12
33323,33323,36
201196,39351,2
201196,25091,4
201196,24482,11
201196,3214,4
199938,201196,1
201196,34927,2
201196,41047,1
20562,209326,2
209326,50629,2
209326,33891,7
209326,3214,6
209326,39351,2
209326,25160,2
209326,6939,14
209326,25091,9
209326,24482,11
209326,34927,3
209326,41047,1
209326,35598,2
209326,212483,2
16265,209326,1
211991,33891,16
211991,25160,4
211991,6939,44
211991,8218,28
211991,24482,22
211991,5405,6
211991,41047,2
211991,212483,4
205219,33891,26
205219,25160,10
205219,8218,64
205219,24482,56
205219,5405,15
205219,41047,5
205219,212483,10
44706,44706,220
213972,56911,157
213972,33891,10
213972,25160,8
213972,8218,59
212483,213972,8
37179,37523,29
37523,37523,29
37618,6939,104
327772,6939,51
272816,28032,5
21859,35625,26
139057,25160,5
139057,47147,17
139057,34927,11
139057,139901,78
139057,8283,2
196925,31133,169
23764,399077,6
139646,141883,5
35598,398704,8
60068,8881,706
138915,59605,419
17984,4635,921
1257,211826,45
211826,25091,152
15703,4651,1
3491,4651,17066
15830,4635,681
141167,4635,109
138965,24482,300
398934,46887,69
26940,55836,3
26940,4755,1
18841,33651,35
54205,7018,350
393364,7018,99
17003,33659,70
24429,45629,19
24429,4229,82
203475,57608,18
201054,203475,9
203475,24482,18
16110,202465,67
205713,35199,54
12353,50271,60
1103,32590,8
12859,32590,11
205206,32590,7
32590,3320,39
32590,37721,34
32590,39351,22
25160,32590,36
32590,47147,24
140984,32590,8
32590,41666,8
32590,34019,41
32590,57406,5
32590,6461,68
3214,32590,28
199938,32590,8
31019,32590,5
32590,42541,8
1140,32590,8
32590,35598,16
199524,32590,29
14907,32590,15
32590,48185,8
31133,32590,7
32590,5511,103
25091,32590,129
32590,34927,24
32590,6233,10
32590,51088,2
32590,51185,24
32590,50763,2
32590,8283,2
32590,8455,2
2603,32590,5
140578,4755,7
133127,3758,111
30607,3257,28
25605,30607,30
4755,54036,15
23764,4635,7323
39978,701,61
328252,42473,172
1103,328112,2
12859,328112,3
328112,50629,8
328112,8529,4
328112,6233,7
328112,37721,48
328112,39351,3
328112,47147,9
328112,399580,1
328112,51088,2
140984,328112,2
328112,41666,2
328112,34019,8
24482,328112,78
328112,51185,9
328112,57406,1
328112,6461,33
3214,328112,9
199938,328112,2
328112,41047,3
31019,328112,1
328112,42541,2
1140,328112,2
328112,8218,15
328112,50763,2
328112,35598,2
212483,328112,6
199524,328112,36
328112,8283,2
14907,328112,2
328112,48185,2
328238,37020,5
36914,37100,907
139883,23763,56
18434,4755,22
24398,6939,50
214316,3320,58
206048,29535,104
206048,24482,25
8468,8468,153
133506,4755,26
133505,4755,32
134610,2764,248
5580,8966,6
12008,4755,16
328020,328020,25
137263,33891,24
12859,139057,1
139057,6233,4
139057,51088,1
139057,51185,8
139057,3214,6
139057,199938,1
139057,50763,1
136744,137443,20
213465,214677,142
44509,61112,141
142132,6939,50
142132,24482,22
15943,56630,2
16265,9009,183
210756,6939,13
139057,38082,21
213568,213995,28
136744,8529,1
150150,63888,60
152079,24203,35
152325,9329,51
32110,4775,224
32110,32110,901
151730,45820,4
152391,58495,8
151633,9299,3
150494,56258,19
150494,150494,19
142331,7597,11
4800,7597,11
4787,9657,1522
152905,24482,33
152369,58495,42
152372,4787,12
152372,152372,146
152401,7713,6
152401,152401,12
138115,141985,10
150746,6939,97
149964,152376,44
152390,47311,150
152880,6939,30
151495,152900,4
152410,152410,119
152414,23947,14
152411,64315,22
152427,152427,30
135480,135480,56
135480,152437,30
152609,63473,72
206770,5617,36
12741,211985,202
211985,211985,404
152493,18101,19
138804,64315,17
152859,4713,31
14259,40703,4
3303,54994,34
10133,54994,11
4635,6619,531
24482,6619,113
141469,6453,126
141469,141469,252
32934,35625,162
32934,9002,1660
32934,3303,64
394316,40264,24
26457,399580,1
10796,26060,184
399580,40350,2
11172,55256,88
32128,46887,71
32128,32128,284
397269,397269,38
139896,65190,19
3356,400571,30
400571,400571,102
11829,33651,177
23770,45820,88
18874,6208,39
24482,4694,122
36493,400681,37
398812,852,23
398812,398812,92
24482,57507,36
46082,46887,48
33659,53419,70
205019,24785,360
19137,4755,2
136907,23764,6
34984,60946,7
60066,6939,23
202221,8375,61
395608,6453,134
60220,6453,134
701,7060,16
398938,701,15
33572,6453,148
206457,702,96
151980,4755,8
206071,6453,135
22612,59210,215
25091,29399,105
201987,6939,30
152073,4761,21
152788,152788,60
152764,7713,27
328167,6939,156
152767,58495,38
265714,265714,495
35280,38158,1953
23764,38158,198
271110,35280,112
266538,41047,4
138077,138077,1094
138077,139388,131
139388,139388,131
133001,152534,15
152801,55685,149
152798,55685,104
152798,152798,520
152835,58495,117
152916,23956,26
152916,152916,52
147131,152823,61
152830,6939,102
153070,58495,44
152825,64315,32
138840,152825,38
152841,152841,27
137104,9583,64
152833,64313,304
152833,152833,608
152940,152940,98
153055,153055,260
153163,153163,117
142373,153105,21
140627,151413,182
151413,151413,364
10133,152611,56
152611,24482,11
151663,151663,6
137557,45629,22
14262,20115,105
11795,11795,1613
25818,8283,2
40951,62833,47
400423,46887,125
13876,393605,10
328162,4134,2
328162,6939,31
328162,37305,11
328146,6939,212
131077,24482,33
152994,38731,46
45543,7552,8
153127,153127,236
137352,153127,12
153222,45820,1
153357,59238,22
152616,24482,23
142412,142631,66
136978,35280,22
136978,136978,192
140951,56111,55
140951,142631,104
153129,38158,3
150142,153377,38
136262,153395,2
153395,153395,12
34927,51019,149
39351,51019,3
51019,60326,1
140984,51019,3
41666,51019,3
25091,51019,9
41047,51019,3
42541,51019,3
49544,51019,3
50763,51019,3
212483,51019,2
15830,5405,897
33489,395398,7
267263,41047,2
396176,396176,40
267819,52361,138
262881,35280,86
266641,35280,68
266641,41047,3
27952,6429,164
142588,6939,84
152223,152223,69
262935,52404,63
25091,31515,293
26063,3257,20
203724,20562,20
203724,39351,24
203724,25160,28
203724,34019,49
203724,24482,306
203724,8283,11
203724,3303,96
203724,5405,14
203724,41047,10
203724,8218,40
203724,212483,20
203724,50629,16
203724,3214,43
203724,25091,66
203724,34927,26
203724,35598,14
1103,203724,2
12859,203724,13
203724,6233,8
203724,37721,26
203724,47147,28
203724,51088,2
203724,51185,16
199938,203724,7
203724,42541,7
1140,203724,2
203724,50763,2
199524,203724,21
14907,203724,8
203724,48185,2
203724,8529,7
13030,203724,14
205272,3214,14
205272,3303,16
152727,55423,31
152727,152727,186
151780,151780,180
53735,852,48
53735,53735,144
47787,61290,168
33659,393527,70
2686,6253,36
6253,6253,90
13280,206051,81
15164,397185,27
397185,397185,81
209,397820,47
397880,397880,38
22358,7018,12
22358,22358,24
15092,5650,21
15092,15092,42
397400,701,128
1299,398198,57
14265,55008,31
55008,55008,124
397169,4213,3
397169,397169,12
152619,24482,11
153518,4755,108
25091,53507,253
55256,9299,114
14178,55256,72
216160,216160,144
14328,15290,272
33891,49915,9
15943,49915,2
11731,33287,24
55250,812,153
32238,7725,3
19679,29169,11
19679,5511,155
19679,24961,17
9318,9848,9
21859,9848,8
15290,399035,72
13335,33891,231
12956,35280,32557
34019,55222,41
55271,55271,240
174,26941,5
26941,26941,15
40763,7922,133
63035,812,340
63035,63035,340
398448,62488,10
26725,6939,765
17378,396049,57
396049,396049,171
47063,701,188
11031,577,25
11031,33651,5
33668,62728,4
21953,7018,11
21953,21953,11
10730,54240,47
11351,26836,124
393268,6939,68
395551,7029,30
395551,395551,60
54086,6939,321
14537,52391,20
3356,397868,32
397868,397868,160
19755,39855,290
33891,53991,35
25091,53991,131
24482,53991,137
15000,15000,480
260,62001,10
62001,62001,30
14870,33491,5
13452,174,14
13452,13452,42
174,54306,14
54306,54306,70
26399,33652,15
22071,24482,34
33477,33491,9
11910,11910,18
25091,62917,74
25956,63325,26
63325,63325,26
39386,6507,2
62942,701,185
24482,26523,54
62512,8283,1
3320,53334,58
53334,53334,483
20562,53334,7
24482,53334,143
17378,53334,87
27173,6453,119
33257,33287,6
23005,33257,9
14877,16794,143
32321,7018,86
32321,32321,86
17146,22677,27
14969,7018,14
32590,8943,2
10099,25818,50
16713,16713,55
33154,46974,265
24961,8309,88
207994,24961,11
207994,8283,3
12189,6233,3
12189,51185,2
1140,12189,1
12189,199524,7
12189,8283,1
12189,48185,1
153582,55690,6
152622,6939,86
152622,24482,23
134564,6939,31
134654,153615,29
34019,62597,19
24482,62597,72
41047,62597,5
212483,62597,8
20562,62597,2
12859,62597,4
50629,62597,4
62597,8529,2
39351,62597,4
25160,62597,4
47147,62597,6
3214,62597,51
199938,62597,2
34927,62597,5
42541,62597,2
35598,62597,2
2914,395403,610
25091,62597,29
6233,62597,22
199524,62597,57
14907,62597,38
398886,701,52
213753,50629,6
213753,39351,2
399580,40916,2
44570,56328,52
397344,397344,650
54994,59605,663
4229,4761,78
15943,24429,1
24429,3216,41
24429,35625,85
24429,5405,91
136433,6939,33
153697,45147,168
140384,153697,22
133275,35280,123
133275,141265,19
20562,58057,1906
33891,58057,21
41047,58057,89
153781,17828,72
23352,262287,64
23352,41047,3
3614,4780,130
11537,396961,115
211172,43612,92
35280,63199,550
10122,1103,42
10122,205206,42
10122,140984,42
10122,41666,42
10122,57406,39
10122,31019,39
10122,1140,42
10122,8218,336
10122,199524,391
10122,14907,150
10122,48185,42
9835,9835,66
20394,62894,128
62894,62894,384
57958,57958,1308
22652,400588,58
32710,7385,148
328196,37613,44
328043,328366,78
328051,6939,53
265952,41047,4
265966,35280,64
265966,41047,4
265023,267455,23
267455,267455,46
22927,265778,1
19037,265778,13
265778,27833,13
13094,42773,38
42773,6939,15
1299,213373,90
213373,213373,90
20562,39356,9
39356,50629,12
33891,39356,19
3214,39356,28
25160,39356,12
24482,39356,70
34927,39356,22
39356,41047,6
35598,39356,4
26485,26485,144
213481,6939,20
36864,50629,18
36864,51088,6
3356,399869,92
1002,24482,11
400020,701,62
40057,7018,4
40057,40057,24
135391,142002,258
32713,32713,147
46277,46277,21
3561,40695,46
14626,14626,101
6524,7018,707
2914,97,62
97,97,186
13786,60503,1217
270824,273478,48
27479,7029,132
15084,23889,27
15084,9534,32
24482,40511,71
11870,11870,849
11870,55571,283
33891,54113,182
201709,54113,3
23856,33891,4
23856,24482,44
17328,6461,990
17328,17328,608
17328,6939,120
54915,54915,736
54916,54916,736
210917,33891,30
210917,25160,6
210917,6939,111
210917,8218,42
210917,24482,33
210917,5405,24
210917,41047,3
210917,212483,6
399920,62648,43
30600,46600,14
46600,46600,42
18712,400622,36
1053,13649,26
1053,1053,78
30066,30066,144
20131,30036,3
20131,20131,18
11776,30012,9
30012,4230330000,42
30012,35332,132
18207,30012,23
11492,397618,180
397618,397618,540
138938,4755,91
45758,51185,348
27533,7018,98
18880,33490,15
18880,701,18
18880,6453,5
11596,11596,518
397147,852,410
30337,30337,74
6661,8283,5
174,22808,28
22808,22808,190
15703,19551,3
265169,265169,27
265175,41047,38
265172,41047,4
266539,28618,20
24482,46829,12
265217,35280,30
19990,41047,8
264953,265231,70
271547,28329,137
265231,271547,137
265231,265231,274
262791,35280,151
265262,41047,10
265256,6939,92
29926,3480,141
3480,55260,316
55260,55260,632
3480,40109,121
16855,3480,50
12245,33657,24
12075,4755,73
41047,52971,12
267469,35280,712
266062,272421,62
272421,272421,248
265281,35280,87
265281,41047,4
265282,35280,98
265282,41047,4
20207,264669,72
19794,6079,66
19794,19794,198
140577,140577,189
30562,46887,96
30562,30562,288
19037,61519,35
11664,52465,427
264158,52995,35
264590,270623,60
264590,264590,220
262966,35280,327
262401,265324,39
133036,45820,1
12888,33891,11
12888,7474,110
19038,19038,3696
26675,26675,4506
271458,41047,3
272529,41047,1
6412,"{42781,65009,201378}",23
6412,"{42781,65112,201378}",23
15830,265389,14
265389,265389,42
265379,35280,80
265409,35280,34
266986,269359,28
271027,35280,68
265436,35280,247
265436,41047,11
265437,41047,4
265437,35280,70
264765,6939,77
265455,35280,70
265448,265448,30
264768,6939,147
265393,41047,2
41047,52947,11
267256,35280,57
262713,263518,392
263518,35280,176
202855,44103,236
202855,39351,2
202855,60326,1
202855,41666,2
202855,25091,10
202855,41047,2
263966,264861,28
263641,35280,190
265354,35280,68
35280,52794,403
263329,265366,948
35280,61712,116
264863,61582,9
262503,273333,7
273333,273333,14
264872,35280,353
264886,41047,4
264890,35280,78
263057,6939,460
264913,35280,93
264913,41047,4
397176,54004,14
264697,61520,47
267750,267750,124
271671,28598,88
271671,271671,724
264948,35280,92
40380,7018,95
21949,6079,238
3,63483,291
36338,40264,196
36338,36338,784
396537,7029,30
396537,396537,180
23005,394098,101
394098,394098,101
395772,395772,152
327908,6939,20
31216,62832,16
3303,36351,107
10122,12389,1745
135391,3303,71
16735,270856,55
205206,42156,21
10886,22767,21
14979,3838,50
32854,33363,229
16851,54168,3
2153,22323,12
37196,37196,44
327812,6939,124
3741,37639,360
327885,8529,17
327885,6939,448
1103,63399,4
12859,63399,3
50629,63399,10
6233,63399,5
37721,63399,17
39351,63399,8
25160,63399,10
47147,63399,6
51088,63399,2
34019,63399,13
51185,63399,13
3214,63399,16
199938,63399,2
34927,63399,18
41047,63399,7
42541,63399,2
1140,63399,2
63399,8218,16
50763,63399,3
35598,63399,6
212483,63399,10
199524,63399,18
63399,8283,2
14907,63399,10
48185,63399,2
20562,63399,2
12271,397595,157
26081,26081,242
134963,4809,26
174,398554,14
398554,398554,56
12703,398462,9
30482,6939,41
24482,30482,11
394670,46887,82
14792,702,60
25160,56488,7
56488,8218,62
24482,56488,40
41047,56488,3
212483,56488,8
23764,37179,5
16905,395770,11
13576,396119,41
13649,395971,6
395971,395971,12
10796,22708,218
29900,54584,28
54584,54584,56
19474,3356,114
46519,46887,107
54421,6122,11
54421,54421,33
21678,701,56
395340,7018,7
395340,395340,7
11776,398320,5
398320,398320,15
19865,8001,260
13876,395112,35
265491,35280,113
266270,52747,121
263891,273478,35
264785,6939,43
11664,264785,9
264785,264785,36
266280,35280,105
266280,41047,5
266282,6939,192
266962,35280,45
265518,701,3
35280,52951,354
263998,266365,26
10429,266365,7
266365,41047,1
52403,6939,794
27981,52403,110
28198,8283,46
262526,272730,508
14840,272730,102
272730,272730,204
266382,35280,88
265721,269931,874
28642,41047,11
266399,35280,219
15830,28613,73
266430,35280,192
266443,28343,26
27947,4200000178,13
264836,4200000178,8
262588,35280,404
263242,264858,34
265215,35280,80
265651,61520,47
35280,52817,322
265029,35280,106
265029,41047,4
264998,35280,75
266156,35280,47
265018,266156,51
266156,41047,2
265028,28186,116
53596,55900,81
53596,7545,57
4543,6079,198
35280,61826,133
395359,7018,246
17044,701,62
17044,17044,48
36283,7015,10
24182,4755,37
7459,930,75
40867,6939,24
216458,399870,9
33659,46274,70
265065,265065,1020
264723,6939,392
52508,6939,923
264725,52508,88
263913,268692,50
265085,35280,85
265086,28338,168
265086,35280,98
36511,36511,316
264736,27851,112
264729,6429,66
264730,6429,24
269036,271265,95
27126,271265,95
27126,27126,285
35280,61928,490
21574,266317,86
22548,264798,190
270777,41047,2
266327,270777,23
262687,61568,23
28210,28368,463
41047,61680,1
262503,266339,17
266339,266339,17
35280,52765,197
41047,52765,12
266360,41047,4
263608,35280,201
263608,41047,12
272757,35280,106
272757,41047,4
41047,52799,1
265290,266506,18
266506,266506,72
262770,35280,195
262770,41047,12
28326,28326,54
266025,28326,21
266025,266025,24
266487,266487,10
265634,6939,88
265657,265657,914
268696,6939,48
263877,35280,74
35280,52858,120
21433,8764,233
11172,21433,224
21433,3573,42
19752,21433,45
263238,264746,232
23414,23414,306
265103,35280,50
265113,35280,26
265641,265641,76
271690,35280,53
271690,41047,2
34927,44592,1030
210930,55285,39
29649,61319,110
61319,61319,330
198093,2603,468
198093,42303,29
198093,51815,192
198093,24482,12
202984,48610,14
25091,57700,48
41047,57700,4
202984,57700,8
212483,57700,8
4196,4196,280
38082,4635,935
13335,45629,8
13335,31133,44
25091,55805,296
13335,9002,26902
1257,13335,5336
13335,36873,70
28118,701,108
12233,6939,115
399488,6368,217
396084,7122,20
33132,396235,19
15164,393968,12
137409,3722,292
1103,20278,6
12859,20278,3
20278,50629,4
20278,205206,3
20278,8529,2
20278,3214,11
20278,37721,7
20278,39351,3
20278,25160,6
20278,47147,9
20278,34019,13
20278,24482,33
199938,20278,2
20278,34927,7
20278,41047,3
20278,42541,2
20278,50763,3
20278,35598,2
20278,212483,6
20278,8283,2
25091,399521,46
398465,400786,32
25160,399728,8
399728,50629,4
3214,399728,12
26548,400786,11
24482,399728,50
393950,399580,1
399199,6939,31
13845,399098,109
11427,21696,17
1100,25948,88
272149,272149,316
146984,20940,76
20940,30781,771
3257,396205,11
62770,812,162
22702,6939,47
397781,6424,90
11260,22372,93
22372,22372,186
33661,395659,5
26516,32613,2
26516,26516,4
3257,393791,6
393791,393791,18
22135,6453,328
3303,63452,42
14500,6327,154
13213,2603,2
31477,3216,75
21668,21668,34
29169,6762,305
29169,41047,6
212483,29169,12
20473,209453,508
209453,54825,763
209453,4455,401
209453,43531,30
209453,24482,22
14877,26126,75
399868,4226,29
13599,46887,97
13599,13599,291
40872,7018,23
4134,54994,2
2914,36408,628
3356,46928,40
46928,46928,120
3356,53325,48
53325,53325,144
25738,3257,11
25738,25738,28
398736,398736,500
396998,398736,23
18712,4867,22
35598,8888,247
13431,4637,8
46019,46019,8
38708,38708,69
137207,3662,46
132907,38583,370
131816,3786,86
131844,3786,46
131850,3786,13
131850,131850,39
3786,45380,47
197825,8218,200
197825,212483,32
34984,61420,1
61420,61420,4
198580,50629,6
198580,37721,9
198580,25091,25
197883,24482,150
199252,24482,7
62161,6939,528
196983,34019,76
196983,25160,4
196983,41047,2
196983,8218,16
196983,212483,4
199961,48882,36
207744,43972,17
43972,43972,34
199940,20485,54
59655,6939,63
59655,8529,3
39351,59655,6
25160,59655,6
47147,59655,12
34019,59655,12
199938,59655,3
34927,59655,6
41047,59655,3
42541,59655,3
35598,59655,6
212483,59655,6
207021,30971,264
207021,207021,528
1921,41047,10
1921,212483,20
213887,35598,2
12963,3356,451
35000,35526,188
199599,57073,16
201512,9049,183
201512,50384,67
201512,201512,67
201512,41047,1
201512,35598,2
201512,212483,2
25091,28725,556
57613,6939,135
44306,44306,504
210275,210275,166
1103,209768,3
12859,209768,3
209768,50629,12
209768,6233,25
209768,39351,12
209768,51088,3
209768,41666,8
209768,34019,24
209768,24482,126
209768,51185,25
199524,209768,23
209768,8283,3
34265,6939,78
34265,41047,2
212483,34265,10
3303,57760,43
57798,57798,474
210039,43205,117
24482,39444,54
198616,24482,103
197275,9049,21
198616,198616,54
202275,2856,14
202275,202275,42
205478,8437,13
205478,205478,39
49320,49320,46
41047,44391,1
35598,44391,6
212483,44391,2
59546,59546,820
1103,59560,1
12859,59560,1
20562,59560,184
37721,59560,2
39351,59560,1
59560,6939,13
140984,59560,1
41666,59560,1
34019,59560,3
24482,59560,3
57406,59560,1
31019,59560,1
42541,59560,1
1140,59560,1
59560,8218,7
212483,59560,2
24785,59560,14
199524,59560,1
14907,59560,1
211240,50022,87
24579,35320,2
41047,48128,1
209592,48858,17
201624,8359,27
201624,201624,257
60042,60042,320
210055,6939,25
210055,41047,1
210055,212483,2
59606,6731,32
28775,59606,36
207628,6739,76
37721,50869,376
14907,56457,12
211700,24482,17
211700,5405,6
211700,41047,2
211700,212483,4
1103,60557,14
12859,60557,13
50629,60557,15
39351,60557,8
51088,60557,7
41666,60557,7
34019,60557,34
24482,60557,59
15943,60557,1
34927,60557,4
41047,60557,7
20764,60557,5
212483,60557,14
199524,60557,7
60557,8283,7
3303,61363,222
39351,61363,2
47147,61363,8
61363,6939,28
34019,61363,12
61363,8218,16
3303,50579,55
3326,43981,94
211101,6939,492
211101,24482,240
16265,211101,12
12714,205047,13
50690,9049,42
59517,59517,160
199061,41047,21
199061,212483,42
200019,41047,4
200019,25454,488
198076,25091,9
205363,24482,22
205363,41047,2
205363,212483,4
12741,206019,111
206019,206019,333
206019,6939,16
199112,20632,129
201053,8881,2
24482,36040,31
210669,21497,40
3326,56600,420
1121,2614,11
206338,48642,72
2854,59792,91
208880,34984,10
41047,52890,1
262989,28252,11
28252,52890,31
14840,262989,14
263286,263286,379
33891,53234,3
53234,8455,4
263442,41047,18
263442,52863,41
266375,270667,17
266275,41047,1
271218,273683,35
263725,27884,12
262302,35280,209
263432,270641,95
10429,52922,23
263035,41047,8
52952,52952,40
52872,52960,453
267013,52960,31
262999,52960,314
262903,35280,533
10429,52970,34
262269,8167,245
270675,35280,92
262406,35280,36
262406,41047,1
35280,52789,64
41047,52789,4
41047,52758,13
41047,52759,1
271387,52759,66
28252,41047,5
262415,262415,140
262423,7738,26
262423,262423,26
262424,41047,1
269466,269466,852
270555,28135,48
266394,270331,157
266394,28135,157
273760,35280,40
273760,41047,2
61851,6939,810
35280,61851,490
41047,61851,25
41047,52997,1
262354,41047,1
263019,263540,122
263540,263540,488
52800,53152,50
262454,35280,95
52990,52990,217
262463,35280,260
52665,61776,604
262476,35280,577
262302,262356,53
262889,35280,197
28154,35280,66
262343,35280,74
262343,28154,104
262287,35280,482
11338,35280,167
262740,263571,39
16735,52649,10
52649,52649,60
35280,52842,69
262499,35280,75
262499,41047,4
262500,262500,698
266438,272430,16
272430,41047,1
272484,41047,1
41047,53010,4
18881,262536,5
10429,262477,24
263556,265336,14
53087,61786,22
264409,53087,22
263464,263880,25
262583,262583,45
262559,262559,880
270630,35280,84
28254,35280,424
28254,41047,24
271340,35280,39
262541,267227,265
262541,262541,795
262558,41047,4
262558,263877,21
10429,53017,51
16735,53017,80
272505,35280,72
272505,41047,2
41047,52687,2
271636,271636,150
52857,53162,140
52857,52857,420
21574,21574,90
41047,52704,4
35280,52704,25
262571,35280,196
262572,35280,234
262417,270734,59
268145,6939,26
1,262544,162
52819,52819,75
262579,28598,39
262579,264543,3
262579,262579,11
263516,41047,5
28171,35280,1750
262581,265904,159
262597,273478,36
41047,52569,1
35280,52848,21
10733,268509,6
264162,52556,37
263484,52556,63
262620,41047,3
262620,35280,22
263935,52549,21
273669,52549,8
35280,52571,144
263377,35280,96
263377,41047,6
262648,8167,1669
263387,35280,120
262792,266516,202
262306,41047,4
35280,61895,273
263428,4230,5
263428,263428,10
272794,41047,1
262624,35280,282
262624,41047,15
28634,35280,3825
271663,41047,3
271663,35280,19
271707,61704,162
271707,271707,1155
271011,271707,69
262313,41047,9
52620,7738,152
262401,52618,204
52618,52618,204
270340,61608,42
61608,61608,42
270340,272252,42
272252,272252,42
41047,52607,4
264996,52766,83
262342,53005,62
263122,28343,60
35280,52706,198
41047,52706,12
269988,269988,200
28148,53237,160
262381,41047,7
28257,28257,36
10429,263063,16
52885,8167,345
10429,52885,18
15830,52534,41
264215,41047,1
270888,35280,128
270888,41047,4
270782,41047,4
263946,52875,283
52871,52871,91
263606,6939,104
27988,64104,608
263594,263594,631
41047,52600,1
35280,52748,384
41047,52527,2
262493,271253,255
271477,35280,64
271477,41047,2
16735,27715,1342
10429,262963,8
262963,262963,16
268866,272659,20
272659,41047,1
28296,35280,117
263629,52924,2
52924,52924,4
266520,273463,210
273463,273463,420
35280,52930,513
41047,52930,32
41047,52931,1
266228,35280,99
262977,35280,240
262977,41047,15
28283,33891,3
263457,52783,33
52554,52995,11
270916,35280,106
25933,35280,216
52668,6939,105
263702,270014,154218
35280,52682,112
263500,41047,1
28300,35280,1781
34656,5617,81
197563,37721,2
197563,35598,2
35454,35454,252
42353,6939,86
24482,42353,44
38971,38971,66
200762,28775,45
214173,24482,64
214173,41047,1
212483,214173,2
16265,214173,1
20485,43550,478
12357,199949,50
199949,199949,250
202498,9049,11
202498,50384,36
202498,202498,33
202498,25478,4
202498,25091,10
202498,35598,6
202498,31133,140
12859,51375,40
13188,33891,132
199429,5541,40
201909,201909,246
201092,34139,135
200503,44895,135
203699,20985,47
203699,203699,94
206653,35000,12
206653,25159,23
61326,8492,69
200152,31261,14
200215,62205,49
200215,200215,441
208503,47440,11
41798,43215,12
13094,203784,13
12389,203784,148
203784,25091,9
203784,35598,2
203784,20764,6
199261,3216,10
199261,199261,50
30058,3216,127
207587,207587,193
15954,56958,252
25160,56958,3
25091,56958,20
34927,56958,5
201416,39040,172
210801,34019,7
29648,51507,163
200714,59460,45
33891,62205,5
62205,62255,80
196994,24482,56
204587,60764,126
204587,50629,2
204587,37721,2
15766,212873,52
198785,6939,48
197064,197494,1
197494,197494,6
204447,6939,30
207872,6939,46
3303,8728,118
205206,56504,1
25091,56504,42
5405,56504,35
31133,56504,3
212483,56504,2
210232,4455,780
210232,39351,4
210232,25160,4
210232,6939,44
210232,43531,40
210232,34019,16
50263,9038,174
201971,3170,157
12941,8283,7
203410,50629,4
203410,37721,4
203410,25091,17
203410,35598,4
3320,51114,144
47479,6939,48
41047,47479,1
212483,47479,2
41369,43937,33
33891,51269,12
25091,51297,9
35598,51297,2
214777,41935,94
271408,41047,4
271361,28265,13
268459,270701,179
270701,41047,1
27894,27894,140
10481,263200,15
11664,263206,121
271146,35280,66
271150,271150,12
16735,266062,77
262532,271192,19
271192,271192,95
263073,263903,168
270851,35280,69
270851,41047,4
262532,262606,3
271069,35280,91
271069,41047,1
271075,35280,77
271117,35280,76
269096,272201,157
272201,272201,84
271090,271090,276
263966,271143,21
271143,271143,84
269719,271094,118
271102,35280,110
267055,41047,2
264173,271208,23
271208,273517,67
35280,52639,118
271226,271226,105
13489,27951,88
13489,26619,121
271205,35280,96
271205,41047,3
26615,271360,20
266145,35280,67
270669,35280,82
50867,6939,10
262589,27827,50
272021,35280,20
272021,41047,2
271549,271549,246
273459,41047,1
271538,41047,5
271575,35280,84
271575,41047,4
41047,52640,1
268404,268404,851
263413,35280,151
263415,35280,100
35280,52532,185
22381,52533,390
263265,6939,384
35280,52531,434
263269,35280,78
270029,270029,48
270760,41047,4
263258,263611,201
263626,35280,142
268568,270943,70
265093,52468,6
263420,263420,300
12859,55967,4
50629,55967,8
3214,55967,18
39351,55967,8
25160,55967,8
47147,55967,16
34019,55967,16
199938,55967,4
34927,55967,8
41047,55967,4
42541,55967,4
35598,55967,8
212483,55967,8
55967,8455,4
45820,45854,1
151376,6939,25
151376,24482,11
151755,55836,30
151755,151755,60
152041,38158,2
152041,152041,18
23932,6939,2376
4755,56061,126
4635,55334,203
24210,38506,17
24210,24210,88
35280,45722,51
45911,9381,254
38077,58731,7
35280,9658,2722
135126,33891,8
135126,24482,30
24284,24482,29
133833,9340,34
133833,133833,122
4134,6421,3
45474,6421,3
133125,133125,9750
1103,57463,8
11664,264753,18
28008,8283,16
262192,6939,840
271548,41047,2
271562,6939,196
271451,271451,50
19114,23520,68
271380,35280,65
272061,52468,114
264589,271350,23
271350,271350,120
271398,35280,73
271398,41047,2
271373,6939,34
271533,35280,69
201054,20473,487
41047,53991,3
271414,41047,4
271418,28210,28
271325,271532,68
263238,273141,26
271513,271513,18
16735,271396,89
271927,271927,78
267823,271927,70
52232,52363,17
271112,271112,348
271355,6939,114
263009,53181,99
11014,35280,498
272426,41047,1
271482,272426,35
33891,58349,16
265975,35280,109
4800,5511,91
55486,6939,120
24482,55334,19
33891,9231,20
24482,9231,99
35280,9886,851
8529,917,1
11537,7575,16657
46068,4755,244
152207,3786,13
152207,152207,26
3786,38111,13
38111,38111,39
10030,35280,107
23764,9505,21
10242,24482,737
41047,47065,1
3128,47065,3
12859,47065,74
47065,8218,22
24482,47065,32
47065,51185,7
42541,47065,3
47065,50763,3
3216,50673,9288
393867,7018,27
393867,393867,27
209796,9049,43
