as1,as2,count
139190,396982,3018
139190,15169,961
237,36375,6098
237,27274,1412
4134,58519,53020
56047,9808,797914
25472,6762,16798
174,31042,43015
31042,31042,3395
25472,31042,27589
24940,33891,3416
24940,24940,14501
174,8529,18521
1299,8448,1752
1299,60051,77827
208293,60051,403540
203214,208293,377704
42926,9121,100431
42926,50941,17483
29060,50941,11550
3356,61461,2872
174,61461,5068
61461,6939,63244
134548,174,61947
134548,3223,27141
134548,134548,79107
13335,135357,6151
135357,23764,751
58453,9848,99599
9848,9848,265099
7562,9848,243697
3786,7562,21670
7562,7562,679374
3491,9848,230378
56041,9808,1105084
1299,54825,152302
54825,834,288574
174,396356,145905
396356,834,51626
49544,54825,2493
2687,4249,33042
2686,4249,10830
3356,36994,41573
36994,36994,13199
1273,36994,32944
36994,49544,968
29975,36994,48411
29975,29975,4374
36923,37662,58957
33765,3491,24420
33765,33765,84461
33765,6939,41370
30844,3257,85023
3356,37271,471646
36943,37271,1280
30844,36943,744
37271,49544,5181
2609,5438,120396
37705,5438,47833
3356,33771,5586
33771,37662,40650
327700,36944,3884
30844,3356,74194
36874,6762,5409
36874,49544,183
20459,36996,13677
3356,37028,1705
30844,37028,2306
37028,37662,3891
37028,37028,23348
36994,37028,1799
29091,6939,7141
16637,36890,33419
20928,3257,24139
20928,49544,158
11845,30844,18218
11845,37468,13590
22351,3356,20857
37271,37619,1832
174,37273,14390
37273,37619,6535
14593,37662,37557
14593,37619,3644
37671,5438,19791
3356,37693,118492
37693,37693,30987
37693,37717,7296
2609,3257,35291
17421,3462,74358
4134,58542,81677
3786,8966,30
10010,17676,18939
3491,4515,128885
134761,4134,39359
134761,135629,15529
135629,9808,9434
55960,9808,13209
4847,55960,20160
131161,17676,1731
131161,2519,1051
2914,38631,25465
38631,38631,70055
2516,38631,40173
23576,49544,629
23576,38631,9120
174,50083,2593
49268,50083,328
49544,50083,34
2914,7752,1519
63479,7752,2350
20055,7752,706
13925,6939,2926
13925,63479,556
63479,63479,1668
49544,7752,34
34387,6667,581
174,7311,12650
6939,7311,46231
49544,7311,246
1299,15412,199893
1299,131219,2077
131219,138077,2524
138077,984,1628
200612,24482,4736
151326,24482,11007
138077,151326,9797
24482,49544,9638
174,984,327311
12956,36925,20451
34533,9049,3868
15735,6762,27234
31042,3356,59974
1241,31042,15639
1299,6855,76466
13036,6855,11166
199995,8220,17606
199995,199995,45931
15377,199995,4045
199995,200612,285
15377,49544,34
21246,5603,6615
12663,1273,56761
12578,3356,13631
12578,174,13920
12578,49544,766
1299,30600,61083
174,30600,31673
30600,49544,712
1299,2854,2807
200612,2854,113
2854,49544,199
1680,3356,12757
1680,200612,385
1680,49544,1027
16097,33891,8214
16097,35244,5697
16097,200612,185
16097,49544,310
31500,3356,37021
31500,43733,39529
200612,43733,66
31500,49544,2026
25513,8359,23502
12768,9049,43762
15924,15924,300754
3356,855,111098
3257,855,55989
49544,577,6800
577,855,30408
3356,45102,15369
174,45102,9856
45102,49544,587
136195,4134,32892
136195,37963,12457
4134,4816,43197
37963,4816,28799
38283,4134,287948
37963,38283,6804
2514,9605,19943
56132,7575,6698
2914,9371,6976
2497,9371,2903
2516,9371,1346
45430,6762,48775
133481,45430,219686
23764,45430,12086
45430,49544,4203
38082,9304,3206
23752,6453,14826
2914,9457,64103
9457,9457,5247
17878,9457,21965
17878,38700,2070
174,9457,81376
4826,6939,797522
4826,49544,10179
3356,6181,6451
174,6181,6858
6181,6939,89768
49544,6181,554
11272,174,34891
11272,49544,518
3356,577,134612
174,577,143588
31655,3356,7554
31655,49544,82
25180,3356,12893
211077,25180,700
1299,25180,17617
25180,49544,314
15796,174,242
15796,49544,6
174,39386,252540
4808,55960,4520
306,367,567770
306,359,349
306,344,42462
306,345,2090
306,350,1396
306,361,4530
306,362,8707
306,316,2438
306,317,2438
306,346,2786
306,364,349
306,365,1046
306,331,2787
1530,306,4180
306,348,5567
306,349,4873
306,321,3829
306,320,1046
306,319,2786
306,352,1741
306,338,1045
306,322,697
306,323,1045
306,351,1046
306,324,2089
306,340,2093
306,353,2785
306,325,11486
306,327,697
306,341,2090
306,356,39673
306,357,4886
306,369,19143
306,358,349
306,328,3481
306,370,46287
306,343,698
306,342,2090
306,360,40721
306,347,2438
306,334,16011
306,335,75867
306,336,8006
306,339,1393
306,368,7310
306,329,2785
306,371,1047
306,337,20882
306,307,349
209,6224,595909
5774,6224,4908
30404,3257,2747
174,30404,4728
30029,3257,4747
174,30029,12133
30029,6461,7408
38082,58453,108473
17435,9901,1622
17429,4847,8080
17429,17429,8080
17429,56048,5952
23764,3356,63357
23764,4809,97000
4809,4812,44995
174,23764,34601
18042,9416,3287
2497,9595,9680
49544,9595,105
2914,3257,1173732
3257,4826,81365
4826,9443,25140
23764,2914,53701
23764,9848,292715
4670,9848,127380
15412,9848,34222
4657,55430,103199
1299,4657,80540
2914,4637,3625
4637,7670,10630
18144,7670,8176
2516,7670,3486
17841,4766,131328
17841,9950,13719
17841,3786,58386
17622,4837,679868
10010,1299,30324
4755,9829,181060
9829,9829,222759
2914,932,78100
55933,932,62519
48589,55933,2700
55933,6939,28388
55933,55933,181232
4637,55933,32920
10199,4755,28786
9498,9829,214393
2914,64049,128667
55836,9829,22834
6453,9829,73303
17813,17813,3450
3257,9829,59437
1273,9829,56052
174,9829,119085
140928,4657,4996
37937,4808,354
17709,7482,27085
17709,4637,9596
2914,7617,10578
4609,7617,31534
3491,7617,6823
2914,9829,45188
6939,9829,23469
2914,9908,1981
9908,9908,3028
174,9908,17511
18081,4637,1078
18081,18081,3420
18081,2497,9702
18081,49544,117
1241,6762,9023
1299,8657,13761
15525,8657,31242
1299,20485,284271
174,20485,149793
1299,15435,1210
15435,15435,2394
15435,49544,46
12361,3329,5216
20686,33891,1272
1299,20686,1377
20686,49544,24
3302,3356,13388
174,3302,20203
3302,49544,328
13335,5430,2783
3356,39642,5282
1299,39642,6345
39642,49544,160
12797,8968,1747
47589,48237,633
47589,9155,166026
39386,47589,214629
47589,49544,1138
1299,6821,10354
6821,6821,102798
41313,49544,492
41313,6821,12833
2914,39386,75136
200612,43852,40061
21050,43852,117197
25255,8437,64227
3356,5413,11573
1299,5413,16183
49544,5413,244
6453,6774,2700
22394,6167,1103174
174,20278,35132
53264,6939,49004
20278,53264,18116
20278,20278,43513
19855,3356,29511
19855,7922,5164
2152,5653,3879
1299,14265,84496
14265,174,53863
1299,32133,8192
15348,32133,3589
174,32133,6324
32133,49544,212
3257,6325,10855
6325,6325,29230
174,6325,21503
49544,6325,116
3257,54489,7953
3356,3598,1775
19957,7018,18111
19957,19957,11289
10396,174,16455
19092,6461,6305
6325,7018,7824
1299,23404,21234
21852,23404,3475
23404,49544,540
3356,8001,5156
174,8001,6950
6461,8001,13831
19901,3356,433363
12200,1299,42891
12200,33070,36735
12200,174,26390
12200,49544,877
226,2914,19720
226,47,6635
226,6939,59932
226,226,55514
2152,567,4289
47,567,314
14638,23520,179399
174,803,13037
49544,803,272
1299,3128,5039
3128,3128,16176
3128,59,6482
2381,3128,8682
2381,49544,412
11776,174,327567
20021,3356,3490
1299,20021,5120
20021,49544,58
174,32440,49493
11164,32440,3751
20764,3356,241739
20764,34602,1197
200612,34602,28
35598,6939,773839
34602,35598,6459
34602,49544,52
12912,33891,34308
12912,15967,1304
15967,174,10843
15967,15967,52227
15557,35632,1411
8437,8437,4110
3356,6774,3861
49902,6774,5643
15557,49902,1434
3320,5391,16023
174,5391,39179
3356,8717,67276
49544,8717,3988
29357,6453,84829
29357,49544,721
1299,8717,103469
25233,39386,28858
12824,12912,447
12741,174,39245
12741,12824,2010
12824,8560,4530
3356,8866,43542
200612,59900,486
59900,8866,13234
8866,8866,218285
49544,8866,2422
12389,1299,476721
12389,34137,1536
42313,6762,33749
174,42313,11724
12713,42313,14679
42313,42313,74556
3356,8426,406641
49544,8426,662
3356,8607,6129
49544,8607,461
29357,43852,155210
43852,6412,99443
15412,29357,92758
43852,43852,265040
15557,41272,1123
1299,15659,3632
15659,49544,42
12389,8342,29734
20712,3356,5515
174,20712,4995
20712,49544,196
3320,5511,187577
3320,8437,1650
29314,3356,24245
21021,29314,20265
1299,29314,14723
29314,49544,501
12956,6713,53284
33891,8339,5078
1764,8339,3319
49544,8339,94
1836,3356,570394
174,1836,155346
1836,49544,626
12741,20960,5195
48237,8560,330
1680,174,10100
35753,6453,16091
200612,35753,468
35753,49544,1041
1299,20804,16158
200612,20804,872
20804,49544,813
30740,6762,976
174,30740,1412
30740,49544,47
1299,9044,721887
174,9044,37992
49544,9044,170
12389,49666,110795
12552,48237,2749
12552,1299,56371
196,3356,5245
21320,5408,47353
12338,174,9564
12338,49544,380
3356,8445,1489
1764,8445,5819
49544,8445,76
3356,8767,7502
29259,8767,619
29259,29259,1242
1299,8767,12739
29259,49544,10
13194,3356,30612
13194,174,24781
13194,49544,1583
21221,24785,461
21221,49544,34
13041,766,4384
44066,48237,52
3257,44066,3586
44066,49544,300
31122,3257,59844
174,31122,33725
31122,49544,253
1955,31581,704
8612,8612,398
16265,48237,739
16265,60781,146801
16265,200612,560
16265,49544,2942
15763,3356,4756
12329,174,1760
12329,15763,4485
15763,49544,98
12946,174,4709
12338,12946,63
30950,3356,288872
30950,8542,11494
1299,30950,803441
30950,49544,595
1299,25248,5993
174,25248,4010
25248,49544,106
1299,5578,35831
174,5578,24202
49544,5578,406
2586,6667,15982
13101,33891,2015
13101,13101,15677
1299,13101,2976
13101,49544,164
15585,6730,2819
15830,3356,60605
15830,174,12336
15830,49544,3536
12956,35228,22629
35228,49544,196
12414,1299,2916
12414,49544,55
3257,34245,2384
34245,49544,56
174,41201,46169
41201,49544,508
15703,3257,2475
15703,49544,38
1897,2860,2429
49544,8767,561
207790,3356,717
1299,207790,1076
207790,49544,24
3356,5391,32135
13046,5391,103286
13046,13046,10461
5391,9002,22909
5391,5391,71540
15557,34383,1760
12912,1299,20802
13045,3356,2246
13045,49544,84
1299,13045,2355
13285,47474,17791
42863,8657,11949
5511,8953,5556
8953,8953,9575
49544,8953,587
3356,39686,16507
39686,39686,37623
29396,39686,4688
3257,39686,15279
39686,49544,430
12605,3356,509
12605,12605,2780
12605,1299,582
12605,49544,20
9021,9121,49869
15557,41334,425
15557,35238,1251
5483,5588,4003
3356,8926,11691
200612,8926,135
49544,8926,744
16097,16202,13734
12874,200612,9
12709,3356,4653
12709,174,8717
12709,1299,19788
174,8612,5210
47589,47589,30899
3257,58321,3352
29522,58321,8317
49544,58321,118
42682,9049,40010
42682,42682,3468
29286,3257,16793
174,29286,23593
29286,49544,516
3356,8473,13607
1299,8473,15526
49544,8473,710
10310,48237,456
10310,10310,276183
10310,36646,18206
10310,1299,8441
10310,49544,1193
10838,7843,22368
6327,812,101006
2914,38040,16255
23764,38040,33837
2914,9365,2238
2497,9365,1783
4637,9365,2335
45075,4847,932
45075,4808,478
1299,36678,1783
36678,55992,2080
4134,49544,7783
4134,4134,185513
36678,4134,995
36678,36678,690
327687,37100,32548
36926,36926,32665
36926,37075,45667
327687,37075,14837
328471,37271,39971
328471,328471,142324
30844,328471,30556
327708,37075,3623
37662,37662,49626
37075,37075,31138
37693,6762,152857
36924,6762,312686
16058,36924,794
36924,49544,301
4608,4826,295053
131074,4608,465
32440,3257,1854
32440,{400943},348
22645,3257,14196
1832,22645,1021
174,22645,22753
22645,49544,242
37168,37662,2869
36884,6453,21834
36884,6762,27097
36947,6762,51934
327708,6453,29602
327708,36873,150575
1299,9498,570923
3257,9498,147012
4637,8966,72473
4637,6461,667434
327708,6461,7550
200612,37119,2
174,37009,2411
37009,37009,33240
37009,49544,217
15412,9924,1954
1299,1403,610920
1403,174,229195
1403,49544,770
3356,35280,1252818
35280,55002,373474
200612,35280,2647
35280,49544,6017
11814,49544,726
11814,6407,115329
174,54600,18189
16276,35540,1146
20485,8369,7001
8369,8369,7655
200612,8369,33
15958,3356,126216
13004,15958,2479
15958,49544,572
12389,201776,200307
201776,20590,5755
20590,20590,34076
200612,44539,97
44539,44539,21148
20590,44539,3326
58542,59019,3460
45113,4837,1760
2914,9293,31309
174,9304,470288
9293,9304,14479
9293,9293,40422
9394,9808,77813
24138,9394,77564
17552,7470,238428
17552,17552,36798
134810,9808,135931
38019,9808,58068
56042,9808,88274
24547,9808,925142
131285,4134,25920
1299,45543,5855
24203,4788,84143
24203,24203,45961
174,24203,44828
17849,9318,65235
45899,58453,149070
2914,4648,59558
4648,56030,9775
56030,9790,35712
4648,49544,4083
4651,9931,207421
18126,2516,3424
18126,18126,2359
3356,38195,10988
10143,38195,70199
174,38195,82652
38195,49544,6839
15412,18101,303486
2914,4809,16720
1299,4809,66441
4637,4809,6530
17645,3491,4140
17645,4637,3904
23908,9457,517
23908,4766,3580
23908,9318,2737
4637,4657,52757
4637,7679,4221
7679,7679,27392
174,7679,5921
49544,7679,203
133119,4837,7267
137539,4837,711
4134,4809,75619
2914,6762,2180698
63956,6762,34029
24033,63956,2190
24033,24033,4797
174,63956,43145
49544,63956,1431
3356,45147,22317
38525,45147,25758
38525,9340,106961
23947,6939,569572
23947,38525,82195
2914,3462,5225
3462,4782,6564
4134,6762,253422
23724,4847,251
4847,7641,1955
7641,7641,4782
6762,8966,11551
24400,9808,132827
3491,9829,5022
132602,2914,27200
132602,9829,11497
17408,3462,16996
17408,18419,10452
17408,6939,197073
55410,55410,1428134
17547,4657,7576
174,17547,3864
17547,9002,6502
36351,6453,790
3356,9299,6977
2914,55888,36277
135391,55888,35344
135391,140591,1479
140591,9929,3449
137794,9929,3449
137794,23844,3449
140591,6453,2698
135061,4837,160637
135061,37963,4648
18118,4847,10515
3786,9761,1045
2914,7514,5376
7514,7514,7973
4725,7514,1179
23724,9308,3367
1221,135887,193396
150359,17676,778
150359,49544,9
4651,4766,5286
24560,9498,1194944
2510,4713,56848
4766,6619,11748
55410,55836,72683
2914,7522,2191
2516,7522,3062
49544,7522,228
131596,17709,190785
1299,45489,235377
45489,9329,70978
200612,45489,601
45489,49544,2007
3356,4766,110830
45361,4766,3986
45361,9318,1990
2497,2914,376697
2497,7671,15977
2914,9299,66356
7629,9299,41087
49544,9299,3120
8966,9498,131
21859,3356,77966
1299,21859,94034
21859,49544,3238
3257,46887,133558
46887,9,389
9,9,2726
6461,9,1942
16,2152,329
16,293,875
33287,3356,7520
33287,34,820
34,34,5930
2,34,352
174,34,689
3630,49544,426
34,3630,12
1299,46,2241
11164,46,184
10886,3356,7145
10886,27,3930
10886,174,9985
10886,6461,21681
19782,6939,23132
17,19782,6120
12007,7018,19384
293,45,4909
264,6461,1760
174,2721,3229
13429,2721,1692
2711,49544,2338
2711,2721,398
2721,2721,2010
3356,35,4889
2152,25,4932
22,668,2835
29,3356,863
22742,49544,398
22742,29,1263
37,668,7373
1299,302,4290
302,302,11892
302,8,3252
4557,49544,236
4557,8,371
5511,6461,194410
2675,6461,45713
2665,2675,107350
2665,3766,8800
2675,577,84240
2675,2675,45993
252,668,2835
293,2936,799
174,72,2299
6939,72,37584
14,174,3959
14,14,16262
14,3630,36
48,668,1213
174,18,1679
49544,6922,308
18,6922,1028
13,668,2856
1299,22773,1120438
1201,22773,2263
1201,1201,18747
174,40220,10571
1201,40220,6341
11164,40220,6112
3770,6939,82159
13536,3770,84083
13536,26,1918
26,26,5532
13536,174,32855
26,3630,21
158,3356,11266
1299,158,15945
3356,55,945
55,55,4350
174,55,954
11164,55,538
101,3356,18105
101,101,35408
101,73,3894
101,174,17147
101,49544,548
2152,52,4125
1273,24775,500
174,549,10548
239,549,6720
49544,549,120
1299,57,2487
217,57,2465
57,6939,5233
270,297,64815
1742,3356,4863
174,1742,4421
11164,1742,370
17055,210,6434
131,2152,2085
1299,21976,23145
21976,88,2673
88,88,3976
11164,62532,1483
62532,88,843
174,91,2984
91,91,8394
3630,91,12
2152,5739,1742
1299,14041,27530
14041,14041,31305
14041,194,1766
11164,14041,5337
1968,3257,5549
1249,1968,1766
174,1968,10917
11164,1968,869
6762,7018,202785
6192,7018,1366
2152,6192,499
12,3257,2597
12,12,11296
12,6461,2628
3356,40498,6635
3912,40498,5277
3912,40246,2874
174,32505,46232
32505,3912,8749
32505,6939,155283
32505,32505,315415
33654,7922,9222
33654,3912,69
160,3356,750
160,174,736
11164,160,281
13649,3356,202565
13649,3257,120100
13649,7922,21360
104,3356,3091
104,104,5522
104,14041,4272
174,513,344984
513,513,7862
21320,513,270626
225,40220,6721
40220,49544,72
3356,600,80176
159,600,2791
122,3356,1716
122,174,1374
7016,7922,129008
122,7016,90
127,226,8078
127,127,7304
209,6223,9834
102,6223,1406
174,20,1076
20,20,6720
20,3630,12
1843,270,4868
23162,7029,1439
23162,23162,3772
10437,11164,2696
10437,23162,290
11039,6461,978
11039,49544,10
293,68,3658
16989,3356,2000
11164,14048,77
14048,16989,74
243,3356,24104
2152,6360,4587
11164,6360,721
